sat_id,x0_m,y0_m,vx0_ms,vy0_ms,euler_class,euler_energy,euler_final_x_m,euler_final_y_m,rk4_class,rk4_energy,rk4_final_x_m,rk4_final_y_m
679,7856714.286,0.000,0.000,5727.273,3,-3.434473e+07,3938455.362,5133068.690,3,-3.433291e+07,3936071.217,5136191.533
680,7880090.909,0.000,0.000,5727.273,3,-3.419423e+07,3874145.751,5181874.548,3,-3.418240e+07,3864692.137,5187132.104
681,7903467.532,0.000,0.000,5727.273,3,-3.404463e+07,3809599.540,5229922.040,3,-3.403279e+07,3800112.945,5235061.469
682,7926844.156,0.000,0.000,5727.273,3,-3.389590e+07,3744838.825,5277218.655,3,-3.388406e+07,3735321.726,5282240.597
683,7950220.779,0.000,0.000,5727.273,3,-3.374806e+07,3672678.282,5325719.152,3,-3.373620e+07,3670340.192,5328677.420
684,7973597.403,0.000,0.000,5727.273,3,-3.360106e+07,3607514.097,5371460.379,3,-3.358921e+07,3597938.444,5376237.583
685,7996974.026,0.000,0.000,5727.273,3,-3.345494e+07,3534911.713,5418259.253,3,-3.344308e+07,3532602.338,5421137.499
686,8020350.649,0.000,0.000,5727.273,3,-3.330967e+07,3462103.765,5464178.023,3,-3.329780e+07,3459810.377,5467015.445
687,8043727.273,0.000,0.000,5727.273,3,-3.316521e+07,3396485.510,5507613.795,3,-3.315337e+07,3386838.918,5512023.740
688,8067103.896,0.000,0.000,5727.273,3,-3.302161e+07,3323379.210,5551887.244,3,-3.300977e+07,3313712.649,5556172.520
689,8090480.519,0.000,0.000,5727.273,3,-3.287883e+07,3250139.766,5595310.839,3,-3.286701e+07,3240455.815,5599472.397
690,8113857.143,0.000,0.000,5727.273,3,-3.273689e+07,3169312.782,5639251.932,3,-3.272506e+07,3167092.210,5641934.443
691,8137233.766,0.000,0.000,5727.273,3,-3.259574e+07,3095845.466,5680924.220,3,-3.258393e+07,3093645.166,5683570.179
692,8160610.390,0.000,0.000,5727.273,3,-3.245539e+07,3022316.807,5721781.257,3,-3.244361e+07,3012592.361,5725565.829
693,8183987.013,0.000,0.000,5727.273,3,-3.231586e+07,2941173.820,5762928.657,3,-3.230409e+07,2931438.862,5766581.748
694,8207363.636,0.000,0.000,5727.273,3,-3.217712e+07,2859954.616,5803108.629,3,-3.216537e+07,2857821.990,5805643.220
695,8230740.260,0.000,0.000,5727.273,3,-3.203916e+07,2778685.896,5842335.178,3,-3.202744e+07,2776577.814,5844833.455
696,8254116.883,0.000,0.000,5727.273,3,-3.190198e+07,2697393.792,5880622.849,3,-3.189028e+07,2687643.461,5883888.975
697,8277493.506,0.000,0.000,5727.273,3,-3.176556e+07,2616103.853,5917986.707,3,-3.175390e+07,2606353.613,5921126.534
698,8300870.130,0.000,0.000,5727.273,3,-3.162993e+07,2527121.924,5955064.975,3,-3.161829e+07,2525093.408,5957457.286
699,8324246.753,0.000,0.000,5727.273,3,-3.149504e+07,2445888.199,5990537.031,3,-3.148344e+07,2436143.580,5993416.526
700,8347623.377,0.000,0.000,5727.273,3,-3.136091e+07,2356965.894,6025565.388,3,-3.134934e+07,2347227.071,6028310.982
701,8371000.000,0.000,0.000,5727.273,3,-3.122752e+07,2268102.905,6059545.716,3,-3.121600e+07,2258372.596,6062159.042
702,6571000.000,0.000,0.000,5818.182,3,-4.373923e+07,6344099.789,1270958.317,3,-4.373493e+07,6343090.899,1276575.684
703,6594376.623,0.000,0.000,5818.182,3,-4.352463e+07,6315248.877,1410948.579,3,-4.351989e+07,6311859.703,1422085.945
704,6617753.247,0.000,0.000,5818.182,3,-4.331152e+07,6283869.254,1544258.009,3,-4.330637e+07,6282664.451,1549783.197
705,6641129.870,0.000,0.000,5818.182,3,-4.309988e+07,6250670.042,1670946.021,3,-4.309435e+07,6249377.642,1676423.025
706,6664506.494,0.000,0.000,5818.182,3,-4.288969e+07,6219162.091,1785673.219,3,-4.288383e+07,6217792.797,1791103.923
707,6687883.117,0.000,0.000,5818.182,3,-4.268093e+07,6187453.046,1894052.858,3,-4.267477e+07,6183001.718,1904803.040
708,6711259.740,0.000,0.000,5818.182,3,-4.247363e+07,6152931.191,2001509.482,3,-4.246717e+07,6151422.766,2006846.042
709,6734636.364,0.000,0.000,5818.182,3,-4.226775e+07,6118972.202,2102737.386,3,-4.226101e+07,6117401.253,2108026.785
710,6758012.987,0.000,0.000,5818.182,3,-4.206326e+07,6086074.715,2197857.898,3,-4.205628e+07,6080991.115,2208312.410
711,6781389.610,0.000,0.000,5818.182,3,-4.186018e+07,6051119.501,2292161.285,3,-4.185296e+07,6049436.819,2297357.697
712,6804766.234,0.000,0.000,5818.182,3,-4.165849e+07,6014153.535,2385622.651,3,-4.165103e+07,6012417.780,2390770.662
713,6828142.857,0.000,0.000,5818.182,3,-4.145816e+07,5979067.035,2473163.441,3,-4.145049e+07,5977283.538,2478265.075
714,6851519.481,0.000,0.000,5818.182,3,-4.125919e+07,5942313.095,2559926.917,3,-4.125132e+07,5940483.562,2564981.230
715,6874896.104,0.000,0.000,5818.182,3,-4.106158e+07,5903931.889,2645895.643,3,-4.105350e+07,5902058.030,2650901.750
716,6898272.727,0.000,0.000,5818.182,3,-4.086527e+07,5868156.035,2726161.209,3,-4.085702e+07,5866242.757,2731121.719
717,6921649.351,0.000,0.000,5818.182,3,-4.067029e+07,5831055.112,2805712.033,3,-4.066187e+07,5824800.832,2815460.151
718,6945025.974,0.000,0.000,5818.182,3,-4.047664e+07,5788257.541,2889318.522,3,-4.046804e+07,5786267.017,2894182.417
719,6968402.597,0.000,0.000,5818.182,3,-4.028427e+07,5748504.198,2967349.506,3,-4.027550e+07,5746478.950,2972165.988
720,6991779.221,0.000,0.000,5818.182,3,-4.009315e+07,5712140.111,3039964.822,3,-4.008425e+07,5705469.975,3049400.663
721,7015155.844,0.000,0.000,5818.182,3,-3.990333e+07,5670075.539,3116548.281,3,-3.989428e+07,5667988.183,3121272.262
722,7038532.468,0.000,0.000,5818.182,3,-3.971476e+07,5626852.694,3192365.620,3,-3.970557e+07,5624735.102,3197040.910
723,7061909.091,0.000,0.000,5818.182,3,-3.952742e+07,5587404.372,3262916.330,3,-3.951810e+07,5585260.636,3267546.421
724,7085285.714,0.000,0.000,5818.182,3,-3.934133e+07,5542057.862,3337238.257,3,-3.933188e+07,5539886.822,3341819.037
725,7108662.338,0.000,0.000,5818.182,3,-3.915645e+07,5500730.048,3406399.132,3,-3.914688e+07,5498535.604,3410934.268
726,7132038.961,0.000,0.000,5818.182,3,-3.897277e+07,5458547.526,3474886.563,3,-3.896309e+07,5451162.254,3483684.940
727,7155415.584,0.000,0.000,5818.182,3,-3.879030e+07,5410287.610,3546950.127,3,-3.878050e+07,5408048.064,3551389.557
728,7178792.208,0.000,0.000,5818.182,3,-3.860901e+07,5366393.984,3614019.219,3,-3.859910e+07,5364135.031,3618412.634
729,7202168.831,0.000,0.000,5818.182,3,-3.842888e+07,5321726.359,3680403.876,3,-3.841888e+07,5314028.812,3688873.922
730,7225545.455,0.000,0.000,5818.182,3,-3.824992e+07,5276310.620,3746101.559,3,-3.823983e+07,5268518.033,3754463.767
731,7248922.078,0.000,0.000,5818.182,3,-3.807212e+07,5224598.941,3815112.796,3,-3.806193e+07,5222287.551,3819363.913
732,7272298.701,0.000,0.000,5818.182,3,-3.789545e+07,5177688.379,3879367.630,3,-3.788517e+07,5175362.731,3883572.736
733,7295675.325,0.000,0.000,5818.182,3,-3.771991e+07,5130107.355,3942929.848,3,-3.770955e+07,5127768.680,3947089.033
734,7319051.948,0.000,0.000,5818.182,3,-3.754548e+07,5081880.734,4005798.640,3,-3.753505e+07,5073726.599,4013713.836
735,7342428.571,0.000,0.000,5818.182,3,-3.737218e+07,5027160.484,4071714.854,3,-3.736166e+07,5024797.889,4075778.368
736,7365805.195,0.000,0.000,5818.182,3,-3.719995e+07,4977647.178,4133130.746,3,-3.718937e+07,4975275.258,4137148.772
737,7389181.818,0.000,0.000,5818.182,3,-3.702882e+07,4927562.855,4193852.784,3,-3.701817e+07,4919164.940,4201425.345
738,7412558.442,0.000,0.000,5818.182,3,-3.685877e+07,4870848.878,4257419.612,3,-3.684805e+07,4868460.572,4261343.064
739,7435935.065,0.000,0.000,5818.182,3,-3.668977e+07,4819629.314,4316690.238,3,-3.667900e+07,4817235.243,4320568.906
740,7459311.688,0.000,0.000,5818.182,3,-3.652185e+07,4761694.105,4378667.975,3,-3.651101e+07,4759294.330,4382497.883
741,7482688.312,0.000,0.000,5818.182,3,-3.635495e+07,4709438.628,4436492.255,3,-3.634406e+07,4707035.405,4440277.991
742,7506064.935,0.000,0.000,5818.182,3,-3.618911e+07,4650386.802,4496885.887,3,-3.617816e+07,4647980.334,4500623.521
743,7529441.558,0.000,0.000,5818.182,3,-3.602428e+07,4597192.532,4553272.377,3,-3.601329e+07,4588374.245,4560142.920
744,7552818.182,0.000,0.000,5818.182,3,-3.586048e+07,4537126.452,4612090.590,3,-3.584944e+07,4534717.911,4615737.441
745,7576194.805,0.000,0.000,5818.182,3,-3.569768e+07,4476560.051,4670087.632,3,-3.568660e+07,4474151.849,4673687.584
746,7599571.429,0.000,0.000,5818.182,3,-3.553589e+07,4415519.690,4727266.681,3,-3.552476e+07,4413113.008,4730820.192
747,7622948.052,0.000,0.000,5818.182,3,-3.537506e+07,4360678.026,4780747.462,3,-3.536392e+07,4351627.415,4787138.958
748,7646324.675,0.000,0.000,5818.182,3,-3.521523e+07,4298824.286,4836378.689,3,-3.520406e+07,4289720.781,4842648.060
749,7669701.299,0.000,0.000,5818.182,3,-3.505637e+07,4236572.111,4891204.629,3,-3.504517e+07,4227418.490,4897352.150
750,7693077.922,0.000,0.000,5818.182,3,-3.489849e+07,4167134.827,4947883.477,3,-3.488725e+07,4164745.597,4951256.350
751,7716454.545,0.000,0.000,5818.182,3,-3.474154e+07,4104108.958,5001037.120,3,-3.473029e+07,4101726.815,5004366.243
752,7739831.169,0.000,0.000,5818.182,3,-3.458554e+07,4040760.529,5053401.884,3,-3.457427e+07,4031467.007,5059174.491
753,7763207.792,0.000,0.000,5818.182,3,-3.443049e+07,3970145.747,5107397.307,3,-3.441919e+07,3967780.952,5110636.630
754,7786584.416,0.000,0.000,5818.182,3,-3.427635e+07,3906177.263,5158126.326,3,-3.426505e+07,3896802.579,5163647.370
755,7809961.039,0.000,0.000,5818.182,3,-3.412314e+07,3834893.654,5210336.859,3,-3.411182e+07,3832550.497,5213489.099
756,7833337.662,0.000,0.000,5818.182,3,-3.397085e+07,3763290.865,5261623.321,3,-3.395951e+07,3760960.234,5264731.058
757,7856714.286,0.000,0.000,5818.182,3,-3.381945e+07,3691396.598,5311993.772,3,-3.380811e+07,3689079.565,5315057.783
758,7880090.909,0.000,0.000,5818.182,3,-3.366895e+07,3619238.132,5361456.820,3,-3.365761e+07,3616935.737,5364477.904
759,7903467.532,0.000,0.000,5818.182,3,-3.351934e+07,3546842.308,5410021.617,3,-3.350800e+07,3544555.562,5413000.595
760,7926844.156,0.000,0.000,5818.182,3,-3.337060e+07,3474235.523,5457697.843,3,-3.335926e+07,3471965.402,5460635.556
761,7950220.779,0.000,0.000,5818.182,3,-3.322273e+07,3401443.714,5504495.691,3,-3.321141e+07,3391855.635,5509115.814
762,7973597.403,0.000,0.000,5818.182,3,-3.307575e+07,3321118.126,5552066.769,3,-3.306442e+07,3318884.889,5554920.696
763,7996974.026,0.000,0.000,5818.182,3,-3.292961e+07,3240580.845,5598601.788,3,-3.291829e+07,3238367.958,5601413.316
764,8020350.649,0.000,0.000,5818.182,3,-3.278431e+07,3167316.127,5642659.593,3,-3.277301e+07,3157670.445,5646882.893
765,8043727.273,0.000,0.000,5818.182,3,-3.263986e+07,3086482.232,5687252.908,3,-3.262858e+07,3076821.870,5691342.095
766,8067103.896,0.000,0.000,5818.182,3,-3.249626e+07,2997997.170,5732113.776,3,-3.248498e+07,2995851.191,5734804.208
767,8090480.519,0.000,0.000,5818.182,3,-3.235347e+07,2916908.636,5774630.958,3,-3.234221e+07,2914786.783,5777283.120
768,8113857.143,0.000,0.000,5818.182,3,-3.221149e+07,2835753.310,5816178.332,3,-3.220027e+07,2826063.130,5819860.484
769,8137233.766,0.000,0.000,5818.182,3,-3.207034e+07,2746934.686,5857748.756,3,-3.205914e+07,2737238.566,5861289.835
770,8160610.390,0.000,0.000,5818.182,3,-3.193000e+07,2658044.704,5898186.162,3,-3.191882e+07,2656003.034,5900723.122
771,8183987.013,0.000,0.000,5818.182,3,-3.179045e+07,2569115.332,5937507.655,3,-3.177930e+07,2567102.589,5940007.455
772,8207363.636,0.000,0.000,5818.182,3,-3.165169e+07,2480177.813,5975731.039,3,-3.164058e+07,2470481.972,5978857.914
773,8230740.260,0.000,0.000,5818.182,3,-3.151371e+07,2391262.648,6012874.794,3,-3.150264e+07,2381572.715,6015866.837
774,8254116.883,0.000,0.000,5818.182,3,-3.137653e+07,2294637.844,6049424.321,3,-3.136549e+07,2284954.962,6052271.186
775,8277493.506,0.000,0.000,5818.182,3,-3.124011e+07,2198049.713,6084725.605,3,-3.122911e+07,2188377.012,6087429.127
776,8300870.130,0.000,0.000,5818.182,3,-3.110445e+07,2101532.891,6118800.551,3,-3.109350e+07,2091873.423,6121362.639
777,8324246.753,0.000,0.000,5818.182,3,-3.096955e+07,2005121.102,6151671.853,3,-3.095865e+07,1995477.838,6154094.488
778,8347623.377,0.000,0.000,5818.182,3,-3.083542e+07,1901000.977,6183390.383,3,-3.082455e+07,1899222.968,6185648.192
779,8371000.000,0.000,0.000,5818.182,3,-3.070201e+07,1804882.000,6213819.490,3,-3.069121e+07,1795279.117,6215957.503
780,6571000.000,0.000,0.000,5909.091,3,-4.320608e+07,6335888.442,1313622.011,3,-4.320187e+07,6334863.275,1319319.925
781,6594376.623,0.000,0.000,5909.091,3,-4.299149e+07,6301577.478,1466903.534,3,-4.298683e+07,6300443.060,1472550.807
782,6617753.247,0.000,0.000,5909.091,3,-4.277836e+07,6269015.556,1602001.671,3,-4.277331e+07,6267787.737,1607600.302
783,6641129.870,0.000,0.000,5909.091,3,-4.256670e+07,6234715.160,1730367.784,3,-4.256130e+07,6233400.852,1735916.677
784,6664506.494,0.000,0.000,5909.091,3,-4.235651e+07,6199340.177,1852085.341,3,-4.235077e+07,6197946.080,1857584.006
785,6687883.117,0.000,0.000,5909.091,3,-4.214776e+07,6163511.036,1967253.275,3,-4.214171e+07,6162043.620,1972701.778
786,6711259.740,0.000,0.000,5909.091,3,-4.194044e+07,6127805.752,2075982.792,3,-4.193411e+07,6126271.249,2081381.708
787,6734636.364,0.000,0.000,5909.091,3,-4.173453e+07,6092760.917,2178394.378,3,-4.172795e+07,6091165.309,2183744.742
788,6758012.987,0.000,0.000,5909.091,3,-4.153005e+07,6055355.643,2279885.584,3,-4.152322e+07,6053701.019,2285185.834
789,6781389.610,0.000,0.000,5909.091,3,-4.132695e+07,6019304.257,2375211.929,3,-4.131990e+07,6013932.806,2385673.607
790,6804766.234,0.000,0.000,5909.091,3,-4.112527e+07,5977481.676,2474828.769,3,-4.111798e+07,5975718.800,2480027.651
791,6828142.857,0.000,0.000,5909.091,3,-4.092492e+07,5941311.202,2563241.810,3,-4.091744e+07,5935576.870,2573488.819
792,6851519.481,0.000,0.000,5909.091,3,-4.072595e+07,5899463.940,2655899.288,3,-4.071826e+07,5897607.481,2660998.690
793,6874896.104,0.000,0.000,5909.091,3,-4.052832e+07,5859946.224,2742640.647,3,-4.052044e+07,5858047.345,2747690.642
794,6898272.727,0.000,0.000,5909.091,3,-4.033202e+07,5818876.544,2828548.895,3,-4.032397e+07,5816937.014,2833548.711
795,6921649.351,0.000,0.000,5909.091,3,-4.013704e+07,5776295.100,2913608.743,3,-4.012882e+07,5774316.687,2918557.668
796,6945025.974,0.000,0.000,5909.091,3,-3.994335e+07,5736742.805,2993000.263,3,-3.993498e+07,5730226.225,3002703.005
797,6968402.597,0.000,0.000,5909.091,3,-3.975098e+07,5691367.398,3076383.325,3,-3.974244e+07,5689319.310,3081232.294
798,6991779.221,0.000,0.000,5909.091,3,-3.955987e+07,5649308.527,3154195.095,3,-3.955119e+07,5647229.451,3158995.232
799,7015155.844,0.000,0.000,5909.091,3,-3.937003e+07,5606098.749,3231232.109,3,-3.936122e+07,5599177.715,3240601.156
800,7038532.468,0.000,0.000,5909.091,3,-3.918144e+07,5561771.379,3307486.126,3,-3.917251e+07,5554725.852,3316743.791
801,7061909.091,0.000,0.000,5909.091,3,-3.899413e+07,5511357.771,3387446.856,3,-3.898505e+07,5509192.686,3392094.483
802,7085285.714,0.000,0.000,5909.091,3,-3.880802e+07,5464800.710,3462048.717,3,-3.879882e+07,5462610.952,3466646.238
803,7108662.338,0.000,0.000,5909.091,3,-3.862313e+07,5417225.999,3535845.423,3,-3.861382e+07,5415013.101,3540392.647
804,7132038.961,0.000,0.000,5909.091,3,-3.843944e+07,5373942.236,3604527.947,3,-3.843003e+07,5366431.307,3613327.881
805,7155415.584,0.000,0.000,5909.091,3,-3.825695e+07,5324516.648,3676763.858,3,-3.824744e+07,5316897.469,3685446.683
806,7178792.208,0.000,0.000,5909.091,3,-3.807566e+07,5274167.419,3748179.580,3,-3.806604e+07,5266443.212,3756744.376
807,7202168.831,0.000,0.000,5909.091,3,-3.789553e+07,5222925.910,3818770.931,3,-3.788582e+07,5220637.400,3823120.095
808,7225545.455,0.000,0.000,5909.091,3,-3.771657e+07,5170823.210,3888534.299,3,-3.770677e+07,5168518.956,3892832.888
809,7248922.078,0.000,0.000,5909.091,3,-3.753876e+07,5117890.131,3957466.640,3,-3.752887e+07,5115571.593,3961714.715
810,7272298.701,0.000,0.000,5909.091,3,-3.736208e+07,5064157.211,4025565.475,3,-3.735211e+07,5061825.830,4029763.136
811,7295675.325,0.000,0.000,5909.091,3,-3.718654e+07,5009654.708,4092828.887,3,-3.717649e+07,5007311.911,4096976.272
812,7319051.948,0.000,0.000,5909.091,3,-3.701209e+07,4960338.551,4155501.005,3,-3.700199e+07,4952059.795,4163352.804
813,7342428.571,0.000,0.000,5909.091,3,-3.683877e+07,4904460.926,4221162.479,3,-3.682860e+07,4896099.155,4228891.965
814,7365805.195,0.000,0.000,5909.091,3,-3.666655e+07,4847901.053,4285986.711,3,-3.665631e+07,4839459.372,4293593.540
815,7389181.818,0.000,0.000,5909.091,3,-3.649541e+07,4790688.037,4349973.964,3,-3.648511e+07,4782169.534,4357457.862
816,7412558.442,0.000,0.000,5909.091,3,-3.632536e+07,4726637.535,4416586.396,3,-3.631499e+07,4724258.428,4420485.806
817,7435935.065,0.000,0.000,5909.091,3,-3.615636e+07,4668136.884,4478828.040,3,-3.614594e+07,4665754.534,4482678.785
818,7459311.688,0.000,0.000,5909.091,3,-3.598841e+07,4609070.321,4540236.278,3,-3.597795e+07,4606686.018,4544038.745
819,7482688.312,0.000,0.000,5909.091,3,-3.582151e+07,4549465.719,4600813.551,3,-3.581101e+07,4540662.998,4607793.302
820,7506064.935,0.000,0.000,5909.091,3,-3.565567e+07,4482871.390,4663716.317,3,-3.564511e+07,4480486.373,4667419.228
821,7529441.558,0.000,0.000,5909.091,3,-3.549083e+07,4422212.561,4722564.778,3,-3.548023e+07,4419829.420,4726220.772
822,7552818.182,0.000,0.000,5909.091,3,-3.532700e+07,4361099.055,4780592.401,3,-3.531638e+07,4352113.748,4787191.284
823,7576194.805,0.000,0.000,5909.091,3,-3.516420e+07,4292895.643,4840720.332,3,-3.515354e+07,4283851.133,4847185.023
824,7599571.429,0.000,0.000,5909.091,3,-3.500240e+07,4224173.629,4899875.406,3,-3.499171e+07,4221802.765,4903385.342
825,7622948.052,0.000,0.000,5909.091,3,-3.484159e+07,4154964.252,4958062.303,3,-3.483086e+07,4152599.960,4961523.342
826,7646324.675,0.000,0.000,5909.091,3,-3.468173e+07,4092138.666,5012623.931,3,-3.467100e+07,4082941.919,5018699.148
827,7669701.299,0.000,0.000,5909.091,3,-3.452287e+07,4022102.425,5068976.403,3,-3.451211e+07,4012859.065,5074918.740
828,7693077.922,0.000,0.000,5909.091,3,-3.436498e+07,3944718.457,5126870.274,3,-3.435419e+07,3942381.410,5130188.717
829,7716454.545,0.000,0.000,5909.091,3,-3.420802e+07,3873864.101,5181243.908,3,-3.419723e+07,3871538.542,5184516.284
830,7739831.169,0.000,0.000,5909.091,3,-3.405201e+07,3802672.536,5234682.158,3,-3.404121e+07,3793302.610,5240217.290
831,7763207.792,0.000,0.000,5909.091,3,-3.389695e+07,3724067.109,5289419.472,3,-3.388613e+07,3721768.380,5292597.997
832,7786584.416,0.000,0.000,5909.091,3,-3.374280e+07,3652240.719,5340926.496,3,-3.373199e+07,3642800.511,5346189.464
833,7809961.039,0.000,0.000,5909.091,3,-3.358959e+07,3572962.686,5393570.836,3,-3.357877e+07,3570695.474,5396658.963
834,7833337.662,0.000,0.000,5909.091,3,-3.343728e+07,3493371.628,5445136.349,3,-3.342646e+07,3491122.195,5448178.654
835,7856714.286,0.000,0.000,5909.091,3,-3.328587e+07,3413500.237,5495633.700,3,-3.327505e+07,3411269.733,5498631.164
836,7880090.909,0.000,0.000,5909.091,3,-3.313536e+07,3333380.658,5545074.261,3,-3.312455e+07,3323828.774,5549779.154
837,7903467.532,0.000,0.000,5909.091,3,-3.298573e+07,3253044.467,5593470.093,3,-3.297494e+07,3243472.587,5598037.980
838,7926844.156,0.000,0.000,5909.091,3,-3.283700e+07,3165100.017,5642400.680,3,-3.282621e+07,3162933.850,5645265.963
839,7950220.779,0.000,0.000,5909.091,3,-3.268913e+07,3076921.556,5690116.300,3,-3.267835e+07,3074779.735,5692937.223
840,7973597.403,0.000,0.000,5909.091,3,-3.254211e+07,2996048.980,5735269.294,3,-3.253136e+07,2986428.901,5739409.153
841,7996974.026,0.000,0.000,5909.091,3,-3.239596e+07,2907547.517,5780701.281,3,-3.238523e+07,2897916.794,5784697.046
842,8020350.649,0.000,0.000,5909.091,3,-3.225067e+07,2811340.476,5826121.867,3,-3.223995e+07,2809278.147,5828816.997
843,8043727.273,0.000,0.000,5909.091,3,-3.210621e+07,2722580.799,5869130.186,3,-3.209552e+07,2712935.907,5872830.027
844,8067103.896,0.000,0.000,5909.091,3,-3.196259e+07,2626118.001,5911949.962,3,-3.195192e+07,2624115.108,5914564.087
845,8090480.519,0.000,0.000,5909.091,3,-3.181978e+07,2537242.206,5952606.113,3,-3.180916e+07,2527596.416,5956016.419
846,8113857.143,0.000,0.000,5909.091,3,-3.167780e+07,2440671.804,5992900.985,3,-3.166721e+07,2431029.412,5996163.071
847,8137233.766,0.000,0.000,5909.091,3,-3.153664e+07,2336355.898,6032527.097,3,-3.152608e+07,2334451.723,6035025.150
848,8160610.390,0.000,0.000,5909.091,3,-3.139628e+07,2239769.543,6070162.346,3,-3.138576e+07,2230142.329,6073121.572
849,8183987.013,0.000,0.000,5909.091,3,-3.125672e+07,2135462.335,6106948.202,3,-3.124624e+07,2125847.171,6109752.998
850,8207363.636,0.000,0.000,5909.091,3,-3.111795e+07,2031208.038,6142292.183,3,-3.110752e+07,2021608.405,6144944.705
851,8230740.260,0.000,0.000,5909.091,3,-3.097997e+07,1927047.782,6176220.527,3,-3.096958e+07,1917467.065,6178723.014
852,8254116.883,0.000,0.000,5909.091,3,-3.084276e+07,1823021.546,6208760.472,3,-3.083243e+07,1813463.033,6211115.249
853,8277493.506,0.000,0.000,5909.091,3,-3.070632e+07,1711307.422,6239860.016,3,-3.069605e+07,1701773.954,6242057.609
854,8300870.130,0.000,0.000,5909.091,3,-3.057065e+07,1599776.050,6269391.319,3,-3.056044e+07,1590271.146,6271434.311
855,8324246.753,0.000,0.000,5909.091,3,-3.043574e+07,1488471.579,6297386.836,3,-3.042559e+07,1478998.641,6299277.896
856,8347623.377,0.000,0.000,5909.091,3,-3.030159e+07,1369537.190,6323423.569,3,-3.029149e+07,1360099.834,6325153.742
857,8371000.000,0.000,0.000,5909.091,3,-3.016818e+07,1250898.412,6347742.211,3,-3.015815e+07,1241500.244,6349314.462
858,6571000.000,0.000,0.000,6000.000,3,-4.266467e+07,6325410.443,1362732.044,3,-4.266055e+07,6324364.843,1368508.250
859,6594376.623,0.000,0.000,6000.000,3,-4.245006e+07,6289968.841,1518109.376,3,-4.244551e+07,6288814.980,1523833.269
860,6617753.247,0.000,0.000,6000.000,3,-4.223692e+07,6253860.887,1660699.379,3,-4.223199e+07,6252610.481,1666370.849
861,6641129.870,0.000,0.000,6000.000,3,-4.202526e+07,6215692.034,1796337.636,3,-4.201997e+07,6214352.257,1801955.337
862,6664506.494,0.000,0.000,6000.000,3,-4.181505e+07,6179126.889,1919559.151,3,-4.180945e+07,6177708.642,1925125.021
863,6687883.117,0.000,0.000,6000.000,3,-4.160628e+07,6142198.705,2036131.239,3,-4.160039e+07,6137570.031,2047136.622
864,6711259.740,0.000,0.000,6000.000,3,-4.139896e+07,6102191.999,2151609.070,3,-4.139279e+07,6100632.337,2157069.440
865,6734636.364,0.000,0.000,6000.000,3,-4.119306e+07,6062632.227,2260567.213,3,-4.118663e+07,6061009.298,2265974.663
866,6758012.987,0.000,0.000,6000.000,3,-4.098856e+07,6024046.179,2363141.142,3,-4.098190e+07,6018763.612,2373813.242
867,6781389.610,0.000,0.000,6000.000,3,-4.078546e+07,5983188.812,2464735.100,3,-4.077858e+07,5977709.803,2475294.546
868,6804766.234,0.000,0.000,6000.000,3,-4.058375e+07,5940115.174,2565319.344,3,-4.057665e+07,5938326.750,2570567.957
869,6828142.857,0.000,0.000,6000.000,3,-4.038341e+07,5898887.608,2659727.076,3,-4.037611e+07,5893040.692,2670058.265
870,6851519.481,0.000,0.000,6000.000,3,-4.018442e+07,5855813.952,2753196.233,3,-4.017694e+07,5849795.267,2763412.523
871,6874896.104,0.000,0.000,6000.000,3,-3.998679e+07,5810941.766,2845705.950,3,-3.997912e+07,5809016.856,2850795.107
872,6898272.727,0.000,0.000,6000.000,3,-3.979049e+07,5764318.252,2937236.284,3,-3.978264e+07,5762351.890,2942270.480
873,6921649.351,0.000,0.000,6000.000,3,-3.959549e+07,5720482.884,3022882.390,3,-3.958749e+07,5718479.937,3027864.551
874,6945025.974,0.000,0.000,6000.000,3,-3.940181e+07,5675217.837,3107643.805,3,-3.939366e+07,5673180.125,3112573.349
875,6968402.597,0.000,0.000,6000.000,3,-3.920942e+07,5628563.406,3191507.689,3,-3.920112e+07,5621779.499,3201137.511
876,6991779.221,0.000,0.000,6000.000,3,-3.901831e+07,5580559.574,3274461.963,3,-3.900987e+07,5578457.772,3279284.769
877,7015155.844,0.000,0.000,6000.000,3,-3.882847e+07,5531246.015,3356495.310,3,-3.881990e+07,5529114.878,3361264.112
878,7038532.468,0.000,0.000,6000.000,3,-3.863988e+07,5480662.108,3437597.171,3,-3.863119e+07,5478503.432,3442311.622
879,7061909.091,0.000,0.000,6000.000,3,-3.845253e+07,5433962.550,3513267.662,3,-3.844372e+07,5426662.507,3522417.552
880,7085285.714,0.000,0.000,6000.000,3,-3.826642e+07,5381053.416,3592548.819,3,-3.825750e+07,5378847.140,3597157.833
881,7108662.338,0.000,0.000,6000.000,3,-3.808153e+07,5326988.380,3670872.447,3,-3.807250e+07,5324759.792,3675426.450
882,7132038.961,0.000,0.000,6000.000,3,-3.789783e+07,5277203.249,3743951.440,3,-3.788871e+07,5269556.512,3752729.826
883,7155415.584,0.000,0.000,6000.000,3,-3.771535e+07,5221033.547,3820412.037,3,-3.770612e+07,5218767.394,3824859.871
884,7178792.208,0.000,0.000,6000.000,3,-3.753403e+07,5169393.379,3891759.394,3,-3.752472e+07,5161536.428,3900288.225
885,7202168.831,0.000,0.000,6000.000,3,-3.735391e+07,5111261.856,3966336.402,3,-3.734450e+07,5108964.620,3970678.094
