sat_id,x0_m,y0_m,vx0_ms,vy0_ms,euler_class,euler_energy,euler_final_x_m,euler_final_y_m,rk4_class,rk4_energy,rk4_final_x_m,rk4_final_y_m
3007,7576194.805,0.000,0.000,8454.545,1,-1.687210e+07,-15295933.115,3862820.801,1,-1.687255e+07,-15292031.024,3881296.634
3008,7599571.429,0.000,0.000,8454.545,1,-1.671024e+07,-15375147.485,4177096.732,1,-1.671071e+07,-15370968.872,4195498.949
3009,7622948.052,0.000,0.000,8454.545,1,-1.654937e+07,-15448514.981,4488941.984,1,-1.654987e+07,-15444067.858,4507264.264
3010,7646324.675,0.000,0.000,8454.545,1,-1.638949e+07,-15516251.905,4798297.747,1,-1.639001e+07,-15511544.199,4816534.234
3011,7669701.299,0.000,0.000,8454.545,1,-1.623058e+07,-15578566.802,5105113.022,1,-1.623112e+07,-15573606.341,5123258.296
3012,7693077.922,0.000,0.000,8454.545,1,-1.607263e+07,-15635660.676,5409343.970,1,-1.607320e+07,-15630455.178,5427393.027
3013,7716454.545,0.000,0.000,8454.545,1,-1.591565e+07,-15687727.212,5710953.324,1,-1.591624e+07,-15682284.279,5728901.552
3014,7739831.169,0.000,0.000,8454.545,1,-1.575962e+07,-15734953.005,6009909.844,1,-1.576022e+07,-15729280.112,6027753.000
3015,7763207.792,0.000,0.000,8454.545,1,-1.560452e+07,-15777517.785,6306187.809,1,-1.560514e+07,-15771622.276,6323922.001
3016,7786584.416,0.000,0.000,8454.545,1,-1.545036e+07,-15815594.641,6599766.557,1,-1.545100e+07,-15809483.723,6617388.220
3017,7809961.039,0.000,0.000,8454.545,1,-1.529712e+07,-15849350.248,6890630.052,1,-1.529777e+07,-15843030.986,6908135.934
3018,7833337.662,0.000,0.000,8454.545,1,-1.514480e+07,-15878945.083,7178766.495,1,-1.514547e+07,-15872424.400,7196153.635
3019,7856714.286,0.000,0.000,8454.545,1,-1.499338e+07,-15904533.649,7464167.955,1,-1.499406e+07,-15897818.318,7481433.668
3020,7880090.909,0.000,0.000,8454.545,1,-1.484286e+07,-15926264.682,7746830.036,1,-1.484356e+07,-15919361.330,7763971.897
3021,7903467.532,0.000,0.000,8454.545,1,-1.469324e+07,-15944281.364,8026751.568,1,-1.469395e+07,-15937196.467,8043767.395
3022,7926844.156,0.000,0.000,8454.545,1,-1.454449e+07,-15958721.524,8303934.321,1,-1.454521e+07,-15951461.408,8320822.163
3023,7950220.779,0.000,0.000,8454.545,1,-1.439662e+07,-15969717.836,8578382.744,1,-1.439736e+07,-15962288.678,8595140.863
3024,7973597.403,0.000,0.000,8454.545,1,-1.424962e+07,-15977398.013,8850103.718,1,-1.425037e+07,-15969805.839,8866730.582
3025,7996974.026,0.000,0.000,8454.545,1,-1.410348e+07,-15981884.994,9119106.341,1,-1.410424e+07,-15974135.680,9135600.606
3026,8020350.649,0.000,0.000,8454.545,1,-1.395819e+07,-15983297.122,9385401.715,1,-1.395896e+07,-15975396.398,9401762.216
3027,8043727.273,0.000,0.000,8454.545,1,-1.381375e+07,-15981748.323,9649002.759,1,-1.381453e+07,-15973701.771,9665228.498
3028,8067103.896,0.000,0.000,8454.545,1,-1.367015e+07,-15977348.273,9909924.034,1,-1.367093e+07,-15969161.330,9926014.173
3029,8090480.519,0.000,0.000,8454.545,1,-1.352737e+07,-15970202.560,10168181.585,1,-1.352816e+07,-15961880.520,10184135.428
3030,8113857.143,0.000,0.000,8454.545,1,-1.338542e+07,-15960412.847,10423792.787,1,-1.338622e+07,-15951960.863,10439609.780
3031,8137233.766,0.000,0.000,8454.545,1,-1.324428e+07,-15948077.018,10676776.213,1,-1.324509e+07,-15939500.103,10692455.929
3032,8160610.390,0.000,0.000,8454.545,1,-1.310395e+07,-15933289.328,10927151.505,1,-1.310477e+07,-15924592.359,10942693.638
3033,8183987.013,0.000,0.000,8454.545,1,-1.296443e+07,-15916140.542,11174939.261,1,-1.296525e+07,-15907328.262,11190343.618
3034,8207363.636,0.000,0.000,8454.545,1,-1.282570e+07,-15896718.075,11420160.926,1,-1.282653e+07,-15887795.095,11435427.420
3035,8230740.260,0.000,0.000,8454.545,1,-1.268775e+07,-15875106.115,11662838.695,1,-1.268859e+07,-15866076.917,11677967.335
3036,8254116.883,0.000,0.000,8454.545,1,-1.255059e+07,-15851385.758,11902995.421,1,-1.255144e+07,-15842254.697,11917986.309
3037,8277493.506,0.000,0.000,8454.545,1,-1.241421e+07,-15825635.119,12140654.533,1,-1.241506e+07,-15816406.426,12155507.858
3038,8300870.130,0.000,0.000,8454.545,1,-1.227859e+07,-15797929.456,12375839.959,1,-1.227945e+07,-15788607.242,12390555.989
3039,8324246.753,0.000,0.000,8454.545,1,-1.214374e+07,-15768341.276,12608576.058,1,-1.214460e+07,-15758929.532,12623155.134
3040,8347623.377,0.000,0.000,8454.545,1,-1.200964e+07,-15736940.444,12838887.551,1,-1.201050e+07,-15727443.047,12853330.083
3041,8371000.000,0.000,0.000,8454.545,1,-1.187629e+07,-15703794.287,13066799.463,1,-1.187716e+07,-15694214.999,13081105.926
3042,6571000.000,0.000,0.000,8545.455,1,-2.415129e+07,-4552527.873,-7581343.247,1,-2.414815e+07,-4561721.562,-7572245.832
3043,6594376.623,0.000,0.000,8545.455,1,-2.393606e+07,-5091349.464,-7459177.686,1,-2.393311e+07,-5100474.962,-7449383.132
3044,6617753.247,0.000,0.000,8545.455,1,-2.372235e+07,-5616622.708,-7312981.773,1,-2.371959e+07,-5625633.776,-7302505.765
3045,6641129.870,0.000,0.000,8545.455,1,-2.351015e+07,-6127558.974,-7144645.889,1,-2.350758e+07,-6136412.722,-7133507.755
3046,6664506.494,0.000,0.000,8545.455,1,-2.329945e+07,-6623555.451,-6955990.118,1,-2.329705e+07,-6632212.501,-6944212.208
3047,6687883.117,0.000,0.000,8545.455,1,-2.309022e+07,-7104173.006,-6748754.559,1,-2.308799e+07,-7112597.563,-6736361.666
3048,6711259.740,0.000,0.000,8545.455,1,-2.288245e+07,-7569115.473,-6524592.894,1,-2.288039e+07,-7577275.319,-6511611.724
3049,6734636.364,0.000,0.000,8545.455,1,-2.267613e+07,-8018210.558,-6285068.632,1,-2.267423e+07,-8026076.984,-6271527.319
3050,6758012.987,0.000,0.000,8545.455,1,-2.247125e+07,-8451392.444,-6031653.496,1,-2.246950e+07,-8458940.146,-6017581.175
3051,6781389.610,0.000,0.000,8545.455,1,-2.226778e+07,-8868686.103,-5765727.509,1,-2.226618e+07,-8875893.028,-5751153.940
3052,6804766.234,0.000,0.000,8545.455,1,-2.206572e+07,-9270193.258,-5488580.405,1,-2.206426e+07,-9277040.435,-5473535.641
3053,6828142.857,0.000,0.000,8545.455,1,-2.186504e+07,-9656079.920,-5201414.018,1,-2.186372e+07,-9662551.276,-5185928.127
3054,6851519.481,0.000,0.000,8545.455,1,-2.166574e+07,-10026565.394,-4905345.401,1,-2.166454e+07,-10032647.556,-4889448.228
3055,6874896.104,0.000,0.000,8545.455,1,-2.146781e+07,-10381912.645,-4601410.451,1,-2.146673e+07,-10387594.739,-4585131.422
3056,6898272.727,0.000,0.000,8545.455,1,-2.127122e+07,-10722419.885,-4290567.863,1,-2.127025e+07,-10727693.338,-4273935.819
3057,6921649.351,0.000,0.000,8545.455,1,-2.107596e+07,-11048413.273,-3973703.276,1,-2.107510e+07,-11053271.619,-3956746.342
3058,6945025.974,0.000,0.000,8545.455,1,-2.088202e+07,-11360240.619,-3651633.488,1,-2.088126e+07,-11364679.308,-3634378.972
3059,6968402.597,0.000,0.000,8545.455,1,-2.068939e+07,-11658265.959,-3325110.689,1,-2.068872e+07,-11662282.178,-3307584.996
3060,6991779.221,0.000,0.000,8545.455,1,-2.049806e+07,-11942864.921,-2994826.598,1,-2.049748e+07,-11946457.421,-2977055.179
3061,7015155.844,0.000,0.000,8545.455,1,-2.030800e+07,-12214420.774,-2661416.511,1,-2.030750e+07,-12217589.711,-2643423.813
3062,7038532.468,0.000,0.000,8545.455,1,-2.011921e+07,-12473321.087,-2325463.181,1,-2.011879e+07,-12476067.870,-2307272.627
3063,7061909.091,0.000,0.000,8545.455,1,-1.993167e+07,-12719954.904,-1987500.538,1,-1.993133e+07,-12722282.055,-1969134.510
3064,7085285.714,0.000,0.000,8545.455,1,-1.974537e+07,-12954710.390,-1648017.216,1,-1.974510e+07,-12956621.414,-1629497.053
3065,7108662.338,0.000,0.000,8545.455,1,-1.956031e+07,-13177972.864,-1307459.889,1,-1.956010e+07,-13179472.132,-1288805.891
3066,7132038.961,0.000,0.000,8545.455,1,-1.937645e+07,-13390123.183,-966236.410,1,-1.937631e+07,-13391215.819,-947467.854
3067,7155415.584,0.000,0.000,8545.455,1,-1.919381e+07,-13591536.415,-624718.753,1,-1.919372e+07,-13592228.201,-605853.910
3068,7178792.208,0.000,0.000,8545.455,1,-1.901235e+07,-13782580.779,-283245.765,1,-1.901233e+07,-13782878.058,-264301.923
3069,7202168.831,0.000,0.000,8545.455,1,-1.883208e+07,-13963616.791,57874.268,1,-1.883210e+07,-13963526.387,76880.775
3070,7225545.455,0.000,0.000,8545.455,1,-1.865298e+07,-14134996.602,398361.238,1,-1.865305e+07,-14134525.747,417415.003
3071,7248922.078,0.000,0.000,8545.455,1,-1.847503e+07,-14297063.498,737960.993,1,-1.847515e+07,-14296219.760,757047.503
3072,7272298.701,0.000,0.000,8545.455,1,-1.829823e+07,-14450151.535,1076443.287,1,-1.829839e+07,-14448942.759,1095548.888
3073,7295675.325,0.000,0.000,8545.455,1,-1.812256e+07,-14594585.281,1413599.872,1,-1.812277e+07,-14593019.535,1432711.739
3074,7319051.948,0.000,0.000,8545.455,1,-1.794802e+07,-14730679.668,1749242.741,1,-1.794827e+07,-14728765.192,1768348.839
3075,7342428.571,0.000,0.000,8545.455,1,-1.777459e+07,-14858739.911,2083202.494,1,-1.777488e+07,-14856485.073,2102291.549
3076,7365805.195,0.000,0.000,8545.455,1,-1.760227e+07,-14979061.507,2415326.845,1,-1.760259e+07,-14976474.764,2434388.303
3077,7389181.818,0.000,0.000,8545.455,1,-1.743104e+07,-15091930.281,2745479.225,1,-1.743139e+07,-15089020.146,2764503.223
3078,7412558.442,0.000,0.000,8545.455,1,-1.726089e+07,-15197622.488,3073537.508,1,-1.726127e+07,-15194397.496,3092514.841
3079,7435935.065,0.000,0.000,8545.455,1,-1.709181e+07,-15296404.940,3399392.833,1,-1.709222e+07,-15292873.622,3418314.918
3080,7459311.688,0.000,0.000,8545.455,1,-1.692379e+07,-15388535.178,3722948.511,1,-1.692423e+07,-15384706.038,3741807.359
3081,7482688.312,0.000,0.000,8545.455,1,-1.675682e+07,-15474261.658,4044119.031,1,-1.675729e+07,-15470143.148,4062907.215
3082,7506064.935,0.000,0.000,8545.455,1,-1.659089e+07,-15553823.960,4362829.131,1,-1.659139e+07,-15549424.466,4381539.756
3083,7529441.558,0.000,0.000,8545.455,1,-1.642600e+07,-15627453.013,4679012.953,1,-1.642652e+07,-15622780.836,4697639.628
3084,7552818.182,0.000,0.000,8545.455,1,-1.626212e+07,-15695371.326,4992613.261,1,-1.626266e+07,-15690434.669,5011150.073
3085,7576194.805,0.000,0.000,8545.455,1,-1.609926e+07,-15757793.235,5303580.717,1,-1.609983e+07,-15752600.192,5322022.204
3086,7599571.429,0.000,0.000,8545.455,1,-1.593741e+07,-15814925.145,5611873.223,1,-1.593799e+07,-15809483.688,5630214.348
3087,7622948.052,0.000,0.000,8545.455,1,-1.577654e+07,-15866965.783,5917455.309,1,-1.577714e+07,-15861283.756,5935691.438
3088,7646324.675,0.000,0.000,8545.455,1,-1.561666e+07,-15914106.443,6220297.571,1,-1.561728e+07,-15908191.554,6238424.448
3089,7669701.299,0.000,0.000,8545.455,1,-1.545776e+07,-15956531.242,6520376.155,1,-1.545839e+07,-15950391.057,6538389.883
3090,7693077.922,0.000,0.000,8545.455,1,-1.529982e+07,-15994417.363,6817672.282,1,-1.530047e+07,-15988059.300,6835569.299
3091,7716454.545,0.000,0.000,8545.455,1,-1.514284e+07,-16027935.296,7112171.808,1,-1.514351e+07,-16021366.624,7129948.871
3092,7739831.169,0.000,0.000,8545.455,1,-1.498681e+07,-16057249.085,7403864.822,1,-1.498749e+07,-16050476.918,7421518.986
3093,7763207.792,0.000,0.000,8545.455,1,-1.483172e+07,-16082516.557,7692745.278,1,-1.483241e+07,-16075547.853,7710273.878
3094,7786584.416,0.000,0.000,8545.455,1,-1.467756e+07,-16103889.551,7978810.648,1,-1.467827e+07,-16096731.112,7996211.286
3095,7809961.039,0.000,0.000,8545.455,1,-1.452432e+07,-16121514.146,8262061.614,1,-1.452505e+07,-16114172.615,8279332.136
3096,7833337.662,0.000,0.000,8545.455,1,-1.437200e+07,-16135530.875,8542501.772,1,-1.437274e+07,-16128012.736,8559640.260
3097,7856714.286,0.000,0.000,8545.455,1,-1.422059e+07,-16146074.936,8820137.372,1,-1.422134e+07,-16138386.518,8837142.127
3098,7880090.909,0.000,0.000,8545.455,1,-1.407007e+07,-16153276.399,9094977.070,1,-1.407083e+07,-16145423.872,9111846.598
3099,7903467.532,0.000,0.000,8545.455,1,-1.392045e+07,-16157260.403,9367031.701,1,-1.392122e+07,-16149249.779,9383764.701
3100,7926844.156,0.000,0.000,8545.455,1,-1.377171e+07,-16158147.345,9636314.077,1,-1.377249e+07,-16149984.484,9652909.428
3101,7950220.779,0.000,0.000,8545.455,1,-1.362384e+07,-16156053.068,9902838.787,1,-1.362463e+07,-16147743.676,9919295.538
3102,7973597.403,0.000,0.000,8545.455,1,-1.347685e+07,-16151089.041,10166622.032,1,-1.347764e+07,-16142638.671,10182939.389
3103,7996974.026,0.000,0.000,8545.455,1,-1.333071e+07,-16143362.524,10427681.451,1,-1.333151e+07,-16134776.582,10443858.773
3104,8020350.649,0.000,0.000,8545.455,1,-1.318542e+07,-16132976.741,10686035.985,1,-1.318623e+07,-16124260.486,10702072.765
3105,8043727.273,0.000,0.000,8545.455,1,-1.304098e+07,-16120031.035,10941705.730,1,-1.304180e+07,-16111189.580,10957601.592
3106,8067103.896,0.000,0.000,8545.455,1,-1.289738e+07,-16104621.023,11194711.814,1,-1.289820e+07,-16095659.341,11210466.505
3107,8090480.519,0.000,0.000,8545.455,1,-1.275460e+07,-16086838.743,11445076.285,1,-1.275544e+07,-16077761.667,11460689.664
3108,8113857.143,0.000,0.000,8545.455,1,-1.261265e+07,-16066772.796,11692821.997,1,-1.261349e+07,-16057585.023,11708294.031
3109,8137233.766,0.000,0.000,8545.455,1,-1.247152e+07,-16044508.482,11937972.521,1,-1.247236e+07,-16035214.573,11953303.272
3110,8160610.390,0.000,0.000,8545.455,1,-1.233119e+07,-16020127.928,12180552.045,1,-1.233204e+07,-16010732.317,12195741.670
3111,8183987.013,0.000,0.000,8545.455,1,-1.219167e+07,-15993710.220,12420585.301,1,-1.219252e+07,-15984217.209,12435634.040
3112,8207363.636,0.000,0.000,8545.455,1,-1.205294e+07,-15965331.516,12658097.481,1,-1.205380e+07,-15955745.285,12673005.657
3113,8230740.260,0.000,0.000,8545.455,1,-1.191500e+07,-15935065.166,12893114.173,1,-1.191586e+07,-15925389.772,12907882.179
3114,8254116.883,0.000,0.000,8545.455,1,-1.177784e+07,-15902981.821,13125661.293,1,-1.177871e+07,-15893221.201,13140289.594
3115,8277493.506,0.000,0.000,8545.455,1,-1.164145e+07,-15869149.541,13355765.030,1,-1.164233e+07,-15859307.516,13370254.152
3116,8300870.130,0.000,0.000,8545.455,1,-1.150584e+07,-15833633.895,13583451.786,1,-1.150672e+07,-15823714.173,13597802.318
3117,8324246.753,0.000,0.000,8545.455,1,-1.137098e+07,-15796498.058,13808748.136,1,-1.137187e+07,-15786504.238,13822960.717
3118,8347623.377,0.000,0.000,8545.455,1,-1.123689e+07,-15757802.910,14031680.773,1,-1.123777e+07,-15747738.480,14045756.095
3119,8371000.000,0.000,0.000,8545.455,1,-1.110354e+07,-15717607.119,14252276.474,1,-1.110443e+07,-15707475.463,14266215.276
3120,6571000.000,0.000,0.000,8636.364,1,-2.336966e+07,-6599289.359,-6970901.635,1,-2.336716e+07,-6608075.609,-6959035.015
3121,6594376.623,0.000,0.000,8636.364,1,-2.315444e+07,-7094063.442,-6763012.012,1,-2.315212e+07,-7102614.792,-6750503.320
3122,6617753.247,0.000,0.000,8636.364,1,-2.294074e+07,-7572459.970,-6537273.124,1,-2.293860e+07,-7580742.032,-6524150.540
3123,6641129.870,0.000,0.000,8636.364,1,-2.272855e+07,-8034300.020,-6295370.013,1,-2.272659e+07,-8042282.228,-6281663.263
3124,6664506.494,0.000,0.000,8636.364,1,-2.251786e+07,-8479520.809,-6038884.335,1,-2.251606e+07,-8487176.282,-6024624.216
3125,6687883.117,0.000,0.000,8636.364,1,-2.230865e+07,-8908157.887,-5769295.001,1,-2.230700e+07,-8915463.267,-5754512.966
3126,6711259.740,0.000,0.000,8636.364,1,-2.210090e+07,-9320329.332,-5487980.255,1,-2.209940e+07,-9327264.587,-5472708.052
3127,6734636.364,0.000,0.000,8636.364,1,-2.189460e+07,-9716221.820,-5196220.820,1,-2.189324e+07,-9722770.033,-5180490.187
3128,6758012.987,0.000,0.000,8636.364,1,-2.168974e+07,-10096078.423,-4895203.790,1,-2.168851e+07,-10102225.572,-4879046.198
3129,6781389.610,0.000,0.000,8636.364,1,-2.148629e+07,-10460187.984,-4586027.032,1,-2.148519e+07,-10465922.722,-4569473.475
3130,6804766.234,0.000,0.000,8636.364,1,-2.128425e+07,-10808875.917,-4269703.894,1,-2.128327e+07,-10814189.351,-4252784.715
3131,6828142.857,0.000,0.000,8636.364,1,-2.108360e+07,-11142496.278,-3947168.072,1,-2.108272e+07,-11147381.750,-3929912.820
3132,6851519.481,0.000,0.000,8636.364,1,-2.088432e+07,-11461424.962,-3619278.500,1,-2.088355e+07,-11465877.846,-3601715.829
3133,6874896.104,0.000,0.000,8636.364,1,-2.068641e+07,-11766053.896,-3286824.203,1,-2.068573e+07,-11770071.400,-3268981.784
3134,6898272.727,0.000,0.000,8636.364,1,-2.048984e+07,-12056786.106,-2950529.019,1,-2.048926e+07,-12060367.084,-2932433.482
3135,6921649.351,0.000,0.000,8636.364,1,-2.029460e+07,-12334031.550,-2611056.162,1,-2.029411e+07,-12337176.329,-2592733.056
3136,6945025.974,0.000,0.000,8636.364,1,-2.010068e+07,-12598203.606,-2269012.579,1,-2.010027e+07,-12600913.823,-2250486.347
3137,6968402.597,0.000,0.000,8636.364,1,-1.990807e+07,-12849716.143,-1924953.101,1,-1.990773e+07,-12851994.596,-1906247.069
3138,6991779.221,0.000,0.000,8636.364,1,-1.971675e+07,-13088981.087,-1579384.351,1,-1.971648e+07,-13090831.594,-1560520.728
3139,7015155.844,0.000,0.000,8636.364,1,-1.952670e+07,-13316406.417,-1232768.426,1,-1.952651e+07,-13317833.690,-1213768.312
3140,7038532.468,0.000,0.000,8636.364,1,-1.933793e+07,-13532394.522,-885526.340,1,-1.933780e+07,-13533404.051,-866409.746
3141,7061909.091,0.000,0.000,8636.364,1,-1.915040e+07,-13737340.884,-538041.243,1,-1.915033e+07,-13737938.832,-518827.109
3142,7085285.714,0.000,0.000,8636.364,1,-1.896412e+07,-13931633.022,-190661.411,1,-1.896411e+07,-13931826.126,-171367.638
3143,7108662.338,0.000,0.000,8636.364,1,-1.877907e+07,-14115649.668,156296.970,1,-1.877911e+07,-14115445.154,175653.494
3144,7132038.961,0.000,0.000,8636.364,1,-1.859523e+07,-14289760.140,502547.233,1,-1.859532e+07,-14289165.643,521950.595
3145,7155415.584,0.000,0.000,8636.364,1,-1.841259e+07,-14454323.877,847829.838,1,-1.841273e+07,-14453347.371,867265.067
3146,7178792.208,0.000,0.000,8636.364,1,-1.823115e+07,-14609690.113,1191910.174,1,-1.823133e+07,-14608339.848,1211363.205
3147,7202168.831,0.000,0.000,8636.364,1,-1.805089e+07,-14756197.674,1534576.521,1,-1.805111e+07,-14754482.116,1554034.157
3148,7225545.455,0.000,0.000,8636.364,1,-1.787179e+07,-14894174.863,1875638.176,1,-1.787206e+07,-14892102.644,1895088.050
3149,7248922.078,0.000,0.000,8636.364,1,-1.769386e+07,-15023939.433,2214923.721,1,-1.769416e+07,-15021519.310,2234354.258
3150,7272298.701,0.000,0.000,8636.364,1,-1.751707e+07,-15145798.630,2552279.433,1,-1.751740e+07,-15143039.437,2571679.813
3151,7295675.325,0.000,0.000,8636.364,1,-1.734141e+07,-15260049.284,2887567.816,1,-1.734178e+07,-15256959.903,2906927.941
3152,7319051.948,0.000,0.000,8636.364,1,-1.716688e+07,-15366977.949,3220666.254,1,-1.716728e+07,-15363567.274,3239976.707
3153,7342428.571,0.000,0.000,8636.364,1,-1.699346e+07,-15466861.083,3551465.770,1,-1.699389e+07,-15463137.992,3570717.786
3154,7365805.195,0.000,0.000,8636.364,1,-1.682114e+07,-15559965.249,3879869.887,1,-1.682160e+07,-15555938.582,3899055.315
3155,7389181.818,0.000,0.000,8636.364,1,-1.664991e+07,-15646547.344,4205793.577,1,-1.665040e+07,-15642225.881,4224904.848
3156,7412558.442,0.000,0.000,8636.364,1,-1.647977e+07,-15726854.847,4529162.300,1,-1.648028e+07,-15722247.288,4548192.399
3157,7435935.065,0.000,0.000,8636.364,1,-1.631069e+07,-15801126.072,4849911.119,1,-1.631123e+07,-15796241.022,4868853.551
3158,7459311.688,0.000,0.000,8636.364,1,-1.614268e+07,-15869590.443,5167983.882,1,-1.614324e+07,-15864436.396,5186832.646
3159,7482688.312,0.000,0.000,8636.364,1,-1.597572e+07,-15932468.755,5483332.481,1,-1.597630e+07,-15927054.086,5502082.040
3160,7506064.935,0.000,0.000,8636.364,1,-1.580980e+07,-15989973.462,5795916.159,1,-1.581039e+07,-15984306.414,5814561.417
3161,7529441.558,0.000,0.000,8636.364,1,-1.564491e+07,-16042308.945,6105700.883,1,-1.564552e+07,-16036397.620,6124237.157
3162,7552818.182,0.000,0.000,8636.364,1,-1.548104e+07,-16089671.792,6412658.762,1,-1.548167e+07,-16083524.146,6431081.760
3163,7576194.805,0.000,0.000,8636.364,1,-1.531818e+07,-16132251.068,6716767.516,1,-1.531883e+07,-16125874.905,6735073.312
3164,7599571.429,0.000,0.000,8636.364,1,-1.515633e+07,-16170228.587,7018009.984,1,-1.515700e+07,-16163631.554,7036194.999
3165,7622948.052,0.000,0.000,8636.364,1,-1.499547e+07,-16203779.178,7316373.676,1,-1.499615e+07,-16196968.760,7334434.655
3166,7646324.675,0.000,0.000,8636.364,1,-1.483559e+07,-16233070.938,7611850.357,1,-1.483629e+07,-16226054.459,7629784.353
3167,7669701.299,0.000,0.000,8636.364,1,-1.467669e+07,-16258265.491,7904435.671,1,-1.467740e+07,-16251050.109,7922240.024
3168,7693077.922,0.000,0.000,8636.364,1,-1.451876e+07,-16279518.234,8194128.788,1,-1.451948e+07,-16272110.940,8211801.107
3169,7716454.545,0.000,0.000,8636.364,1,-1.436178e+07,-16296978.571,8480932.086,1,-1.436252e+07,-16289386.190,8498470.234
3170,7739831.169,0.000,0.000,8636.364,1,-1.420575e+07,-16310790.152,8764850.852,1,-1.420650e+07,-16303019.344,8782252.932
3171,7763207.792,0.000,0.000,8636.364,1,-1.405067e+07,-16321091.095,9045893.017,1,-1.405142e+07,-16313148.351,9063157.351
3172,7786584.416,0.000,0.000,8636.364,1,-1.389651e+07,-16328014.202,9324068.899,1,-1.389728e+07,-16319905.852,9341194.023
3173,7809961.039,0.000,0.000,8636.364,1,-1.374328e+07,-16331687.174,9599390.981,1,-1.374405e+07,-16323419.380,9616375.624
3174,7833337.662,0.000,0.000,8636.364,1,-1.359096e+07,-16332232.807,9871873.697,1,-1.359175e+07,-16323811.573,9888716.772
3175,7856714.286,0.000,0.000,8636.364,1,-1.343955e+07,-16329769.194,10141533.236,1,-1.344034e+07,-16321200.361,10158233.830
3176,7880090.909,0.000,0.000,8636.364,1,-1.328904e+07,-16324409.907,10408387.371,1,-1.328984e+07,-16315699.160,10424944.731
3177,7903467.532,0.000,0.000,8636.364,1,-1.313941e+07,-16316264.183,10672455.290,1,-1.314023e+07,-16307417.052,10688868.812
3178,7926844.156,0.000,0.000,8636.364,1,-1.299068e+07,-16305437.098,10933757.446,1,-1.299150e+07,-16296458.957,10950026.669
3179,7950220.779,0.000,0.000,8636.364,1,-1.284281e+07,-16292029.728,11192315.422,1,-1.284364e+07,-16282925.806,11208440.016
3180,7973597.403,0.000,0.000,8636.364,1,-1.269582e+07,-16276139.318,11448151.802,1,-1.269665e+07,-16266914.693,11464131.558
3181,7996974.026,0.000,0.000,8636.364,1,-1.254968e+07,-16257859.432,11701290.055,1,-1.255052e+07,-16248519.037,11717124.881
3182,8020350.649,0.000,0.000,8636.364,1,-1.240439e+07,-16237280.100,11951754.429,1,-1.240524e+07,-16227828.729,11967444.338
3183,8043727.273,0.000,0.000,8636.364,1,-1.225996e+07,-16214487.963,12199569.851,1,-1.226081e+07,-16204930.269,12215114.955
3184,8067103.896,0.000,0.000,8636.364,1,-1.211635e+07,-16189566.407,12444761.839,1,-1.211721e+07,-16179906.911,12460162.343
3185,8090480.519,0.000,0.000,8636.364,1,-1.197358e+07,-16162595.696,12687356.417,1,-1.197444e+07,-16152838.784,12702612.613
3186,8113857.143,0.000,0.000,8636.364,1,-1.183163e+07,-16133653.096,12927380.042,1,-1.183250e+07,-16123803.024,12942492.301
3187,8137233.766,0.000,0.000,8636.364,1,-1.169050e+07,-16102812.993,13164859.531,1,-1.169137e+07,-16092873.894,13179828.299
3188,8160610.390,0.000,0.000,8636.364,1,-1.155017e+07,-16070147.012,13399822.001,1,-1.155105e+07,-16060122.894,13414647.792
3189,8183987.013,0.000,0.000,8636.364,1,-1.141065e+07,-16035724.125,13632294.810,1,-1.141153e+07,-16025618.875,13646978.202
3190,8207363.636,0.000,0.000,8636.364,1,-1.127192e+07,-15999610.757,13862305.499,1,-1.127281e+07,-15989428.147,13876847.129
3191,8230740.260,0.000,0.000,8636.364,1,-1.113398e+07,-15961870.887,14089881.750,1,-1.113487e+07,-15951614.574,14104282.309
3192,8254116.883,0.000,0.000,8636.364,1,-1.099683e+07,-15922566.145,14315051.337,1,-1.099772e+07,-15912239.676,14329311.568
3193,8277493.506,0.000,0.000,8636.364,1,-1.086044e+07,-15881755.906,14537842.087,1,-1.086134e+07,-15871362.719,14551962.776
3194,8300870.130,0.000,0.000,8636.364,1,-1.072483e+07,-15839497.378,14758281.841,1,-1.072573e+07,-15829040.807,14772263.820
3195,8324246.753,0.000,0.000,8636.364,1,-1.058997e+07,-15795845.687,14976398.422,1,-1.059088e+07,-15785328.962,14990242.561
3196,8347623.377,0.000,0.000,8636.364,1,-1.045588e+07,-15750853.960,15192219.606,1,-1.045678e+07,-15740280.213,15205926.809
3197,8371000.000,0.000,0.000,8636.364,1,-1.032253e+07,-15704573.401,15405773.087,1,-1.032344e+07,-15693945.667,15419344.293
3198,6571000.000,0.000,0.000,8727.273,1,-2.257977e+07,-8473955.790,-6064557.459,1,-2.257790e+07,-8481745.299,-6050147.619
3199,6594376.623,0.000,0.000,8727.273,1,-2.236457e+07,-8915446.872,-5792197.627,1,-2.236286e+07,-8922878.368,-5777241.925
3200,6617753.247,0.000,0.000,8727.273,1,-2.215089e+07,-9339750.358,-5507482.864,1,-2.214934e+07,-9346802.431,-5492014.831
3201,6641129.870,0.000,0.000,8727.273,1,-2.193873e+07,-9747070.709,-5211785.634,1,-2.193733e+07,-9753725.318,-5195838.786
3202,6664506.494,0.000,0.000,8727.273,1,-2.172806e+07,-10137672.929,-4906374.691,1,-2.172680e+07,-10143915.160,-4889982.247
3203,6687883.117,0.000,0.000,8727.273,1,-2.151887e+07,-10511870.743,-4592420.348,1,-2.151775e+07,-10517688.556,-4575615.001
