step,sat_id,class,x_m,y_m,r_km
580,1397,1,7254236.799,3644160.356,8118.119
581,1397,1,7250912.850,3649917.120,8117.736
582,1397,1,7247583.499,3655671.164,8117.352
583,1397,1,7244248.746,3661422.483,8116.967
584,1397,1,7240908.594,3667171.074,8116.582
585,1397,1,7237563.044,3672916.931,8116.196
586,1397,1,7234212.098,3678660.050,8115.810
587,1397,1,7230855.758,3684400.426,8115.422
588,1397,1,7227494.025,3690138.053,8115.035
589,1397,1,7224126.901,3695872.929,8114.646
590,1397,1,7220754.389,3701605.047,8114.257
591,1397,1,7217376.489,3707334.404,8113.868
592,1397,1,7213993.203,3713060.995,8113.478
593,1397,1,7210604.534,3718784.814,8113.087
594,1397,1,7207210.482,3724505.857,8112.695
595,1397,1,7203811.050,3730224.120,8112.303
596,1397,1,7200406.240,3735939.598,8111.911
597,1397,1,7196996.053,3741652.287,8111.517
598,1397,1,7193580.490,3747362.180,8111.123
599,1397,1,7190159.555,3753069.275,8110.729
600,1397,1,7186733.248,3758773.566,8110.334
601,1397,1,7183301.571,3764475.048,8109.938
602,1397,1,7179864.526,3770173.718,8109.542
603,1397,1,7176422.115,3775869.569,8109.145
604,1397,1,7172974.340,3781562.598,8108.747
605,1397,1,7169521.202,3787252.800,8108.349
606,1397,1,7166062.703,3792940.170,8107.950
607,1397,1,7162598.845,3798624.704,8107.550
608,1397,1,7159129.630,3804306.396,8107.150
609,1397,1,7155655.060,3809985.243,8106.749
610,1397,1,7152175.135,3815661.239,8106.348
611,1397,1,7148689.860,3821334.380,8105.946
612,1397,1,7145199.234,3827004.661,8105.544
613,1397,1,7141703.260,3832672.078,8105.140
614,1397,1,7138201.939,3838336.625,8104.737
615,1397,1,7134695.274,3843998.299,8104.332
616,1397,1,7131183.267,3849657.094,8103.927
617,1397,1,7127665.918,3855313.005,8103.521
618,1397,1,7124143.231,3860966.029,8103.115
619,1397,1,7120615.206,3866616.161,8102.708
620,1397,1,7117081.846,3872263.395,8102.301
621,1397,1,7113543.152,3877907.727,8101.893
622,1397,1,7109999.127,3883549.153,8101.484
623,1397,1,7106449.772,3889187.668,8101.075
624,1397,1,7102895.089,3894823.267,8100.665
625,1397,1,7099335.079,3900455.945,8100.254
626,1397,1,7095769.746,3906085.698,8099.843
627,1397,1,7092199.090,3911712.521,8099.431
628,1397,1,7088623.113,3917336.410,8099.019
629,1397,1,7085041.818,3922957.359,8098.606
630,1397,1,7081455.206,3928575.365,8098.192
631,1397,1,7077863.279,3934190.422,8097.778
632,1397,1,7074266.040,3939802.525,8097.363
633,1397,1,7070663.489,3945411.671,8096.947
634,1397,1,7067055.628,3951017.854,8096.531
635,1397,1,7063442.461,3956621.070,8096.114
636,1397,1,7059823.987,3962221.315,8095.697
637,1397,1,7056200.211,3967818.582,8095.279
638,1397,1,7052571.132,3973412.869,8094.861
639,1397,1,7048936.754,3979004.169,8094.442
640,1397,1,7045297.078,3984592.479,8094.022
641,1397,1,7041652.106,3990177.794,8093.601
642,1397,1,7038001.840,3995760.109,8093.180
643,1397,1,7034346.282,4001339.419,8092.759
644,1397,1,7030685.434,4006915.720,8092.337
645,1397,1,7027019.297,4012489.007,8091.914
646,1397,1,7023347.874,4018059.276,8091.490
647,1397,1,7019671.167,4023626.521,8091.066
648,1397,1,7015989.177,4029190.739,8090.642
649,1397,1,7012301.907,4034751.924,8090.216
650,1397,1,7008609.358,4040310.072,8089.791
651,1397,1,7004911.532,4045865.178,8089.364
652,1397,1,7001208.432,4051417.237,8088.937
653,1397,1,6997500.059,4056966.246,8088.509
654,1397,1,6993786.415,4062512.198,8088.081
655,1397,1,6990067.503,4068055.090,8087.652
656,1397,1,6986343.323,4073594.916,8087.223
657,1397,1,6982613.879,4079131.673,8086.792
658,1397,1,6978879.172,4084665.355,8086.362
659,1397,1,6975139.203,4090195.959,8085.930
660,1397,1,6971393.976,4095723.478,8085.498
661,1397,1,6967643.492,4101247.909,8085.066
662,1397,1,6963887.753,4106769.246,8084.633
663,1397,1,6960126.761,4112287.486,8084.199
664,1397,1,6956360.517,4117802.623,8083.765
665,1397,1,6952589.025,4123314.653,8083.330
666,1397,1,6948812.286,4128823.572,8082.894
667,1397,1,6945030.302,4134329.374,8082.458
668,1397,1,6941243.074,4139832.054,8082.021
669,1397,1,6937450.606,4145331.609,8081.584
670,1397,1,6933652.899,4150828.034,8081.146
671,1397,1,6929849.954,4156321.323,8080.707
672,1397,1,6926041.775,4161811.473,8080.268
673,1397,1,6922228.363,4167298.478,8079.828
674,1397,1,6918409.720,4172782.334,8079.388
675,1397,1,6914585.848,4178263.036,8078.947
676,1397,1,6910756.749,4183740.580,8078.505
677,1397,1,6906922.425,4189214.961,8078.063
678,1397,1,6903082.879,4194686.174,8077.620
679,1397,1,6899238.112,4200154.214,8077.177
680,1397,1,6895388.126,4205619.078,8076.733
681,1397,1,6891532.923,4211080.760,8076.288
682,1397,1,6887672.506,4216539.255,8075.843
683,1397,1,6883806.877,4221994.560,8075.397
684,1397,1,6879936.037,4227446.669,8074.950
685,1397,1,6876059.988,4232895.577,8074.503
686,1397,1,6872178.734,4238341.281,8074.056
687,1397,1,6868292.275,4243783.774,8073.608
688,1397,1,6864400.614,4249223.054,8073.159
689,1397,1,6860503.753,4254659.115,8072.709
690,1397,1,6856601.694,4260091.951,8072.259
691,1397,1,6852694.439,4265521.560,8071.809
692,1397,1,6848781.990,4270947.936,8071.357
693,1397,1,6844864.349,4276371.074,8070.906
694,1397,1,6840941.519,4281790.970,8070.453
695,1397,1,6837013.501,4287207.619,8070.000
696,1397,1,6833080.298,4292621.016,8069.547
697,1397,1,6829141.912,4298031.157,8069.092
698,1397,1,6825198.344,4303438.038,8068.638
699,1397,1,6821249.597,4308841.652,8068.182
700,1397,1,6817295.674,4314241.997,8067.726
701,1397,1,6813336.575,4319639.067,8067.269
702,1397,1,6809372.304,4325032.857,8066.812
703,1397,1,6805402.862,4330423.363,8066.354
704,1397,1,6801428.252,4335810.580,8065.896
705,1397,1,6797448.476,4341194.504,8065.437
706,1397,1,6793463.535,4346575.130,8064.978
707,1397,1,6789473.432,4351952.453,8064.517
708,1397,1,6785478.170,4357326.469,8064.057
709,1397,1,6781477.749,4362697.173,8063.595
710,1397,1,6777472.173,4368064.560,8063.133
711,1397,1,6773461.444,4373428.625,8062.671
712,1397,1,6769445.564,4378789.365,8062.207
713,1397,1,6765424.534,4384146.774,8061.744
714,1397,1,6761398.358,4389500.847,8061.279
715,1397,1,6757367.036,4394851.581,8060.814
716,1397,1,6753330.573,4400198.970,8060.349
717,1397,1,6749288.969,4405543.010,8059.883
718,1397,1,6745242.226,4410883.695,8059.416
719,1397,1,6741190.348,4416221.023,8058.949
720,1397,1,6737133.336,4421554.987,8058.481
721,1397,1,6733071.192,4426885.583,8058.012
722,1397,1,6729003.919,4432212.807,8057.543
723,1397,1,6724931.519,4437536.653,8057.074
724,1397,1,6720853.993,4442857.118,8056.603
725,1397,1,6716771.345,4448174.197,8056.133
726,1397,1,6712683.577,4453487.884,8055.661
727,1397,1,6708590.690,4458798.175,8055.189
728,1397,1,6704492.687,4464105.066,8054.716
729,1397,1,6700389.569,4469408.553,8054.243
730,1397,1,6696281.341,4474708.629,8053.769
731,1397,1,6692168.003,4480005.291,8053.295
732,1397,1,6688049.557,4485298.534,8052.820
733,1397,1,6683926.007,4490588.354,8052.344
734,1397,1,6679797.354,4495874.745,8051.868
735,1397,1,6675663.600,4501157.703,8051.392
736,1397,1,6671524.748,4506437.224,8050.914
737,1397,1,6667380.801,4511713.303,8050.436
738,1397,1,6663231.759,4516985.934,8049.958
739,1397,1,6659077.626,4522255.115,8049.479
740,1397,1,6654918.404,4527520.839,8048.999
741,1397,1,6650754.095,4532783.102,8048.519
742,1397,1,6646584.701,4538041.900,8048.038
743,1397,1,6642410.225,4543297.228,8047.556
744,1397,1,6638230.669,4548549.081,8047.074
745,1397,1,6634046.035,4553797.455,8046.592
746,1397,1,6629856.325,4559042.345,8046.109
747,1397,1,6625661.543,4564283.746,8045.625
748,1397,1,6621461.689,4569521.654,8045.140
749,1397,1,6617256.767,4574756.064,8044.655
750,1397,1,6613046.778,4579986.972,8044.170
751,1397,1,6608831.726,4585214.372,8043.684
752,1397,1,6604611.611,4590438.261,8043.197
753,1397,1,6600386.438,4595658.633,8042.710
754,1397,1,6596156.207,4600875.484,8042.222
755,1397,1,6591920.921,4606088.809,8041.733
756,1397,1,6587680.583,4611298.604,8041.244
757,1397,1,6583435.195,4616504.864,8040.755
758,1397,1,6579184.759,4621707.584,8040.264
759,1397,1,6574929.278,4626906.760,8039.774
760,1397,1,6570668.753,4632102.387,8039.282
761,1397,1,6566403.188,4637294.461,8038.790
762,1397,1,6562132.585,4642482.976,8038.298
763,1397,1,6557856.945,4647667.928,8037.805
764,1397,1,6553576.272,4652849.313,8037.311
765,1397,1,6549290.567,4658027.126,8036.817
766,1397,1,6544999.833,4663201.362,8036.322
767,1397,1,6540704.073,4668372.017,8035.826
768,1397,1,6536403.288,4673539.085,8035.330
769,1397,1,6532097.482,4678702.563,8034.834
770,1397,1,6527786.656,4683862.446,8034.337
771,1397,1,6523470.813,4689018.729,8033.839
772,1397,1,6519149.955,4694171.407,8033.341
773,1397,1,6514824.085,4699320.477,8032.842
774,1397,1,6510493.205,4704465.932,8032.342
775,1397,1,6506157.318,4709607.769,8031.842
776,1397,1,6501816.425,4714745.983,8031.342
777,1397,1,6497470.530,4719880.569,8030.840
778,1397,1,6493119.634,4725011.522,8030.339
779,1397,1,6488763.740,4730138.839,8029.836
780,1397,1,6484402.851,4735262.514,8029.333
781,1397,1,6480036.969,4740382.543,8028.830
782,1397,1,6475666.096,4745498.922,8028.326
783,1397,1,6471290.235,4750611.644,8027.821
784,1397,1,6466909.388,4755720.707,8027.316
785,1397,1,6462523.557,4760826.105,8026.810
786,1397,1,6458132.746,4765927.833,8026.303
787,1397,1,6453736.956,4771025.887,8025.796
788,1397,1,6449336.190,4776120.263,8025.289
789,1397,1,6444930.451,4781210.956,8024.781
790,1397,1,6440519.740,4786297.961,8024.272
791,1397,1,6436104.061,4791381.273,8023.763
792,1397,1,6431683.415,4796460.888,8023.253
793,1397,1,6427257.806,4801536.801,8022.743
794,1397,1,6422827.236,4806609.008,8022.232
795,1397,1,6418391.706,4811677.504,8021.720
796,1397,1,6413951.220,4816742.284,8021.208
797,1397,1,6409505.781,4821803.344,8020.695
798,1397,1,6405055.390,4826860.680,8020.182
799,1397,1,6400600.050,4831914.285,8019.668
800,1397,1,6396139.764,4836964.157,8019.154
801,1397,1,6391674.534,4842010.290,8018.639
802,1397,1,6387204.362,4847052.679,8018.123
803,1397,1,6382729.252,4852091.321,8017.607
804,1397,1,6378249.205,4857126.210,8017.090
805,1397,1,6373764.224,4862157.341,8016.573
806,1397,1,6369274.312,4867184.711,8016.055
807,1397,1,6364779.471,4872208.315,8015.537
808,1397,1,6360279.703,4877228.147,8015.018
809,1397,1,6355775.012,4882244.204,8014.498
810,1397,1,6351265.400,4887256.480,8013.978
811,1397,1,6346750.869,4892264.971,8013.458
812,1397,1,6342231.422,4897269.673,8012.936
813,1397,1,6337707.061,4902270.581,8012.415
814,1397,1,6333177.789,4907267.690,8011.892
815,1397,1,6328643.608,4912260.995,8011.369
816,1397,1,6324104.521,4917250.492,8010.846
817,1397,1,6319560.531,4922236.177,8010.322
818,1397,1,6315011.640,4927218.045,8009.797
819,1397,1,6310457.851,4932196.090,8009.272
820,1397,1,6305899.166,4937170.310,8008.746
821,1397,1,6301335.588,4942140.698,8008.220
822,1397,1,6296767.119,4947107.250,8007.693
823,1397,1,6292193.762,4952069.962,8007.165
824,1397,1,6287615.520,4957028.829,8006.637
825,1397,1,6283032.394,4961983.847,8006.109
826,1397,1,6278444.389,4966935.011,8005.580
827,1397,1,6273851.506,4971882.315,8005.050
828,1397,1,6269253.748,4976825.757,8004.520
829,1397,1,6264651.117,4981765.330,8003.989
830,1397,1,6260043.617,4986701.031,8003.458
831,1397,1,6255431.249,4991632.854,8002.926
832,1397,1,6250814.017,4996560.796,8002.393
833,1397,1,6246191.923,5001484.852,8001.860
834,1397,1,6241564.969,5006405.016,8001.326
835,1397,1,6236933.159,5011321.285,8000.792
836,1397,1,6232296.494,5016233.653,8000.257
837,1397,1,6227654.978,5021142.117,7999.722
838,1397,1,6223008.613,5026046.671,7999.186
839,1397,1,6218357.402,5030947.311,7998.650
840,1397,1,6213701.348,5035844.032,7998.113
841,1397,1,6209040.452,5040736.831,7997.575
842,1397,1,6204374.719,5045625.701,7997.037
843,1397,1,6199704.150,5050510.639,7996.499
844,1397,1,6195028.747,5055391.640,7995.959
845,1397,1,6190348.515,5060268.699,7995.420
846,1397,1,6185663.455,5065141.812,7994.879
847,1397,1,6180973.570,5070010.974,7994.338
848,1397,1,6176278.863,5074876.180,7993.797
849,1397,1,6171579.336,5079737.426,7993.255
850,1397,1,6166874.993,5084594.708,7992.712
851,1397,1,6162165.835,5089448.021,7992.169
852,1397,1,6157451.866,5094297.359,7991.626
853,1397,1,6152733.088,5099142.719,7991.081
854,1397,1,6148009.504,5103984.096,7990.537
855,1397,1,6143281.117,5108821.486,7989.991
856,1397,1,6138547.929,5113654.883,7989.445
857,1397,1,6133809.943,5118484.283,7988.899
858,1397,1,6129067.162,5123309.682,7988.352
859,1397,1,6124319.588,5128131.074,7987.804
860,1397,1,6119567.225,5132948.456,7987.256
861,1397,1,6114810.075,5137761.823,7986.708
862,1397,1,6110048.140,5142571.170,7986.158
863,1397,1,6105281.424,5147376.493,7985.609
864,1397,1,6100509.929,5152177.786,7985.058
865,1397,1,6095733.658,5156975.046,7984.508
866,1397,1,6090952.614,5161768.268,7983.956
867,1397,1,6086166.799,5166557.447,7983.404
868,1397,1,6081376.216,5171342.578,7982.852
869,1397,1,6076580.868,5176123.658,7982.299
870,1397,1,6071780.758,5180900.681,7981.745
871,1397,1,6066975.889,5185673.643,7981.191
872,1397,1,6062166.263,5190442.539,7980.636
873,1397,1,6057351.883,5195207.364,7980.081
874,1397,1,6052532.751,5199968.115,7979.525
875,1397,1,6047708.872,5204724.787,7978.969
876,1397,1,6042880.247,5209477.374,7978.412
877,1397,1,6038046.879,5214225.872,7977.854
878,1397,1,6033208.771,5218970.278,7977.296
879,1397,1,6028365.926,5223710.585,7976.738
880,1397,1,6023518.346,5228446.790,7976.179
881,1397,1,6018666.035,5233178.888,7975.619
882,1397,1,6013808.996,5237906.875,7975.059
883,1397,1,6008947.230,5242630.745,7974.498
884,1397,1,6004080.741,5247350.495,7973.937
885,1397,1,5999209.532,5252066.119,7973.375
886,1397,1,5994333.606,5256777.613,7972.813
887,1397,1,5989452.965,5261484.973,7972.250
888,1397,1,5984567.612,5266188.193,7971.687
889,1397,1,5979677.550,5270887.270,7971.123
890,1397,1,5974782.783,5275582.199,7970.558
891,1397,1,5969883.312,5280272.975,7969.993
892,1397,1,5964979.140,5284959.594,7969.427
893,1397,1,5960070.272,5289642.050,7968.861
894,1397,1,5955156.708,5294320.340,7968.295
895,1397,1,5950238.453,5298994.459,7967.727
896,1397,1,5945315.509,5303664.403,7967.160
897,1397,1,5940387.879,5308330.166,7966.591
898,1397,1,5935455.566,5312991.744,7966.022
899,1397,1,5930518.573,5317649.133,7965.453
900,1397,1,5925576.902,5322302.328,7964.883
901,1397,1,5920630.557,5326951.324,7964.313
902,1397,1,5915679.540,5331596.117,7963.742
903,1397,1,5910723.855,5336236.703,7963.170
904,1397,1,5905763.504,5340873.076,7962.598
905,1397,1,5900798.490,5345505.232,7962.025
906,1397,1,5895828.816,5350133.167,7961.452
907,1397,1,5890854.485,5354756.876,7960.879
908,1397,1,5885875.500,5359376.355,7960.304
909,1397,1,5880891.864,5363991.598,7959.730
910,1397,1,5875903.580,5368602.602,7959.154
911,1397,1,5870910.651,5373209.361,7958.578
912,1397,1,5865913.079,5377811.872,7958.002
913,1397,1,5860910.868,5382410.129,7957.425
914,1397,1,5855904.020,5387004.129,7956.848
915,1397,1,5850892.539,5391593.866,7956.270
916,1397,1,5845876.427,5396179.336,7955.691
917,1397,1,5840855.688,5400760.534,7955.112
918,1397,1,5835830.324,5405337.457,7954.533
919,1397,1,5830800.338,5409910.098,7953.952
920,1397,1,5825765.734,5414478.454,7953.372
921,1397,1,5820726.514,5419042.521,7952.791
922,1397,1,5815682.681,5423602.293,7952.209
923,1397,1,5810634.239,5428157.766,7951.627
924,1397,1,5805581.190,5432708.935,7951.044
925,1397,1,5800523.537,5437255.797,7950.461
926,1397,1,5795461.284,5441798.345,7949.877
927,1397,1,5790394.432,5446336.577,7949.292
928,1397,1,5785322.986,5450870.487,7948.708
929,1397,1,5780246.949,5455400.071,7948.122
930,1397,1,5775166.322,5459925.324,7947.536
931,1397,1,5770081.110,5464446.241,7946.950
932,1397,1,5764991.315,5468962.819,7946.363
933,1397,1,5759896.941,5473475.052,7945.775
934,1397,1,5754797.990,5477982.936,7945.187
935,1397,1,5749694.465,5482486.466,7944.598
936,1397,1,5744586.370,5486985.639,7944.009
937,1397,1,5739473.707,5491480.448,7943.420
938,1397,1,5734356.480,5495970.891,7942.829
939,1397,1,5729234.691,5500456.962,7942.239
940,1397,1,5724108.345,5504938.656,7941.648
941,1397,1,5718977.443,5509415.970,7941.056
942,1397,1,5713841.988,5513888.898,7940.464
943,1397,1,5708701.985,5518357.436,7939.871
944,1397,1,5703557.435,5522821.580,7939.277
945,1397,1,5698408.343,5527281.324,7938.684
946,1397,1,5693254.711,5531736.666,7938.089
947,1397,1,5688096.541,5536187.599,7937.494
948,1397,1,5682933.839,5540634.119,7936.899
949,1397,1,5677766.605,5545076.222,7936.303
950,1397,1,5672594.844,5549513.904,7935.706
951,1397,1,5667418.559,5553947.159,7935.109
952,1397,1,5662237.752,5558375.984,7934.512
953,1397,1,5657052.427,5562800.373,7933.914
954,1397,1,5651862.587,5567220.322,7933.315
955,1397,1,5646668.235,5571635.827,7932.716
956,1397,1,5641469.374,5576046.883,7932.117
957,1397,1,5636266.008,5580453.486,7931.517
958,1397,1,5631058.138,5584855.630,7930.916
959,1397,1,5625845.770,5589253.312,7930.315
960,1397,1,5620628.905,5593646.527,7929.713
961,1397,1,5615407.547,5598035.271,7929.111
962,1397,1,5610181.699,5602419.538,7928.508
963,1397,1,5604951.364,5606799.325,7927.905
964,1397,1,5599716.546,5611174.626,7927.301
965,1397,1,5594477.247,5615545.438,7926.697
966,1397,1,5589233.471,5619911.756,7926.092
967,1397,1,5583985.220,5624273.575,7925.487
968,1397,1,5578732.499,5628630.891,7924.881
969,1397,1,5573475.309,5632983.699,7924.275
970,1397,1,5568213.656,5637331.994,7923.668
971,1397,1,5562947.540,5641675.773,7923.061
972,1397,1,5557676.967,5646015.030,7922.453
973,1397,1,5552401.938,5650349.762,7921.844
974,1397,1,5547122.457,5654679.963,7921.236
975,1397,1,5541838.528,5659005.630,7920.626
976,1397,1,5536550.154,5663326.757,7920.016
977,1397,1,5531257.337,5667643.340,7919.406
978,1397,1,5525960.081,5671955.374,7918.795
979,1397,1,5520658.390,5676262.856,7918.183
980,1397,1,5515352.266,5680565.780,7917.571
981,1397,1,5510041.712,5684864.142,7916.959
982,1397,1,5504726.733,5689157.938,7916.346
983,1397,1,5499407.331,5693447.162,7915.733
984,1397,1,5494083.509,5697731.812,7915.119
985,1397,1,5488755.271,5702011.881,7914.504
986,1397,1,5483422.620,5706287.365,7913.889
987,1397,1,5478085.559,5710558.261,7913.273
988,1397,1,5472744.091,5714824.563,7912.657
989,1397,1,5467398.220,5719086.267,7912.041
990,1397,1,5462047.950,5723343.368,7911.424
991,1397,1,5456693.282,5727595.863,7910.806
992,1397,1,5451334.221,5731843.746,7910.188
993,1397,1,5445970.770,5736087.012,7909.570
994,1397,1,5440602.932,5740325.658,7908.951
995,1397,1,5435230.711,5744559.680,7908.331
996,1397,1,5429854.109,5748789.071,7907.711
997,1397,1,5424473.130,5753013.829,7907.090
998,1397,1,5419087.777,5757233.948,7906.469
999,1397,1,5413698.055,5761449.423,7905.848
1000,1397,1,5408303.965,5765660.252,7905.225
1001,1397,1,5402905.511,5769866.428,7904.603
1002,1397,1,5397502.697,5774067.948,7903.980
1003,1397,1,5392095.526,5778264.807,7903.356
1004,1397,1,5386684.001,5782457.000,7902.732
1005,1397,1,5381268.126,5786644.523,7902.107
1006,1397,1,5375847.904,5790827.372,7901.482
1007,1397,1,5370423.338,5795005.541,7900.857
1008,1397,1,5364994.432,5799179.027,7900.231
1009,1397,1,5359561.189,5803347.826,7899.604
1010,1397,1,5354123.612,5807511.931,7898.977
1011,1397,1,5348681.705,5811671.340,7898.349
1012,1397,1,5343235.471,5815826.047,7897.721
1013,1397,1,5337784.914,5819976.049,7897.092
1014,1397,1,5332330.036,5824121.340,7896.463
1015,1397,1,5326870.842,5828261.916,7895.834
1016,1397,1,5321407.334,5832397.773,7895.204
1017,1397,1,5315939.517,5836528.906,7894.573
1018,1397,1,5310467.392,5840655.311,7893.942
1019,1397,1,5304990.965,5844776.983,7893.310
1020,1397,1,5299510.238,5848893.917,7892.678
1021,1397,1,5294025.214,5853006.110,7892.046
1022,1397,1,5288535.898,5857113.557,7891.412
1023,1397,1,5283042.292,5861216.253,7890.779
1024,1397,1,5277544.400,5865314.194,7890.145
1025,1397,1,5272042.225,5869407.375,7889.510
1026,1397,1,5266535.771,5873495.792,7888.875
1027,1397,1,5261025.041,5877579.440,7888.240
1028,1397,1,5255510.039,5881658.316,7887.604
1029,1397,1,5249990.768,5885732.413,7886.967
1030,1397,1,5244467.231,5889801.729,7886.330
1031,1397,1,5238939.433,5893866.259,7885.692
1032,1397,1,5233407.376,5897925.997,7885.054
1033,1397,1,5227871.064,5901980.941,7884.416
1034,1397,1,5222330.500,5906031.084,7883.777
1035,1397,1,5216785.688,5910076.423,7883.137
1036,1397,1,5211236.631,5914116.953,7882.497
1037,1397,1,5205683.333,5918152.670,7881.857
1038,1397,1,5200125.798,5922183.569,7881.216
1039,1397,1,5194564.028,5926209.647,7880.575
1040,1397,1,5188998.028,5930230.897,7879.933
1041,1397,1,5183427.800,5934247.317,7879.290
1042,1397,1,5177853.349,5938258.901,7878.647
1043,1397,1,5172274.677,5942265.645,7878.004
1044,1397,1,5166691.789,5946267.545,7877.360
1045,1397,1,5161104.688,5950264.595,7876.716
1046,1397,1,5155513.377,5954256.793,7876.071
1047,1397,1,5149917.860,5958244.133,7875.426
1048,1397,1,5144318.140,5962226.610,7874.780
1049,1397,1,5138714.221,5966204.221,7874.133
1050,1397,1,5133106.107,5970176.961,7873.487
1051,1397,1,5127493.801,5974144.825,7872.839
1052,1397,1,5121877.306,5978107.809,7872.192
1053,1397,1,5116256.627,5982065.909,7871.543
1054,1397,1,5110631.766,5986019.120,7870.895
1055,1397,1,5105002.728,5989967.437,7870.245
1056,1397,1,5099369.515,5993910.857,7869.596
1057,1397,1,5093732.132,5997849.375,7868.946
1058,1397,1,5088090.582,6001782.986,7868.295
1059,1397,1,5082444.868,6005711.685,7867.644
1060,1397,1,5076794.995,6009635.470,7866.992
1061,1397,1,5071140.965,6013554.334,7866.340
1062,1397,1,5065482.783,6017468.274,7865.688
1063,1397,1,5059820.451,6021377.286,7865.034
1064,1397,1,5054153.974,6025281.364,7864.381
1065,1397,1,5048483.356,6029180.504,7863.727
1066,1397,1,5042808.599,6033074.702,7863.072
1067,1397,1,5037129.707,6036963.954,7862.418
1068,1397,1,5031446.685,6040848.255,7861.762
1069,1397,1,5025759.535,6044727.600,7861.106
1070,1397,1,5020068.262,6048601.986,7860.450
1071,1397,1,5014372.868,6052471.407,7859.793
1072,1397,1,5008673.358,6056335.860,7859.136
1073,1397,1,5002969.735,6060195.340,7858.478
1074,1397,1,4997262.003,6064049.842,7857.820
1075,1397,1,4991550.166,6067899.363,7857.161
1076,1397,1,4985834.226,6071743.897,7856.502
1077,1397,1,4980114.189,6075583.440,7855.842
1078,1397,1,4974390.057,6079417.988,7855.182
1079,1397,1,4968661.834,6083247.537,7854.521
1080,1397,1,4962929.525,6087072.082,7853.860
1081,1397,1,4957193.131,6090891.618,7853.198
1082,1397,1,4951452.658,6094706.142,7852.536
1083,1397,1,4945708.109,6098515.648,7851.874
1084,1397,1,4939959.488,6102320.133,7851.211
1085,1397,1,4934206.798,6106119.591,7850.547
1086,1397,1,4928450.043,6109914.020,7849.883
1087,1397,1,4922689.226,6113703.413,7849.219
1088,1397,1,4916924.353,6117487.768,7848.554
1089,1397,1,4911155.425,6121267.078,7847.889
1090,1397,1,4905382.447,6125041.341,7847.223
1091,1397,1,4899605.423,6128810.551,7846.557
1092,1397,1,4893824.357,6132574.705,7845.890
1093,1397,1,4888039.251,6136333.797,7845.223
1094,1397,1,4882250.111,6140087.824,7844.555
1095,1397,1,4876456.939,6143836.780,7843.887
1096,1397,1,4870659.739,6147580.662,7843.218
1097,1397,1,4864858.516,6151319.466,7842.549
1098,1397,1,4859053.272,6155053.186,7841.880
1099,1397,1,4853244.012,6158781.819,7841.210
1100,1397,1,4847430.740,6162505.360,7840.539
1101,1397,1,4841613.458,6166223.804,7839.868
1102,1397,1,4835792.172,6169937.148,7839.197
1103,1397,1,4829966.885,6173645.387,7838.525
1104,1397,1,4824137.600,6177348.516,7837.853
1105,1397,1,4818304.322,6181046.532,7837.180
1106,1397,1,4812467.053,6184739.429,7836.507
1107,1397,1,4806625.799,6188427.203,7835.833
1108,1397,1,4800780.563,6192109.851,7835.159
1109,1397,1,4794931.348,6195787.367,7834.485
1110,1397,1,4789078.159,6199459.747,7833.809
1111,1397,1,4783220.998,6203126.988,7833.134
1112,1397,1,4777359.871,6206789.083,7832.458
1113,1397,1,4771494.781,6210446.030,7831.782
1114,1397,1,4765625.732,6214097.824,7831.105
1115,1397,1,4759752.727,6217744.460,7830.427
1116,1397,1,4753875.771,6221385.935,7829.750
1117,1397,1,4747994.867,6225022.242,7829.071
1118,1397,1,4742110.020,6228653.380,7828.393
1119,1397,1,4736221.232,6232279.342,7827.713
1120,1397,1,4730328.508,6235900.125,7827.034
1121,1397,1,4724431.852,6239515.724,7826.354
1122,1397,1,4718531.268,6243126.134,7825.673
1123,1397,1,4712626.759,6246731.353,7824.992
1124,1397,1,4706718.330,6250331.374,7824.311
1125,1397,1,4700805.984,6253926.195,7823.629
1126,1397,1,4694889.725,6257515.810,7822.947
1127,1397,1,4688969.557,6261100.215,7822.264
1128,1397,1,4683045.485,6264679.405,7821.581
1129,1397,1,4677117.511,6268253.377,7820.897
1130,1397,1,4671185.640,6271822.127,7820.213
1131,1397,1,4665249.876,6275385.648,7819.528
1132,1397,1,4659310.223,6278943.939,7818.843
1133,1397,1,4653366.684,6282496.993,7818.158
1134,1397,1,4647419.264,6286044.807,7817.472
1135,1397,1,4641467.966,6289587.376,7816.785
1136,1397,1,4635512.795,6293124.697,7816.099
1137,1397,1,4629553.754,6296656.764,7815.411
1138,1397,1,4623590.848,6300183.573,7814.724
1139,1397,1,4617624.079,6303705.121,7814.035
1140,1397,1,4611653.454,6307221.402,7813.347
1141,1397,1,4605678.974,6310732.412,7812.658
1142,1397,1,4599700.645,6314238.147,7811.968
1143,1397,1,4593718.470,6317738.604,7811.278
1144,1397,1,4587732.453,6321233.776,7810.588
1145,1397,1,4581742.598,6324723.661,7809.897
1146,1397,1,4575748.909,6328208.253,7809.206
1147,1397,1,4569751.391,6331687.548,7808.514
1148,1397,1,4563750.047,6335161.543,7807.822
1149,1397,1,4557744.881,6338630.233,7807.130
1150,1397,1,4551735.897,6342093.612,7806.437
1151,1397,1,4545723.099,6345551.678,7805.743
1152,1397,1,4539706.492,6349004.426,7805.049
1153,1397,1,4533686.078,6352451.852,7804.355
1154,1397,1,4527661.864,6355893.950,7803.660
