step,sat_id,class,x_m,y_m,r_km
332,1325,1,8058734.836,2116146.248,8331.943
333,1325,1,8056858.385,2122358.159,8331.709
334,1325,1,8054976.381,2128568.608,8331.473
335,1325,1,8053088.826,2134777.590,8331.237
336,1325,1,8051195.719,2140985.101,8331.001
337,1325,1,8049297.063,2147191.135,8330.763
338,1325,1,8047392.856,2153395.689,8330.525
339,1325,1,8045483.102,2159598.759,8330.286
340,1325,1,8043567.800,2165800.339,8330.046
341,1325,1,8041646.951,2172000.426,8329.806
342,1325,1,8039720.556,2178199.015,8329.565
343,1325,1,8037788.615,2184396.101,8329.324
344,1325,1,8035851.131,2190591.681,8329.081
345,1325,1,8033908.103,2196785.749,8328.838
346,1325,1,8031959.533,2202978.302,8328.595
347,1325,1,8030005.420,2209169.336,8328.350
348,1325,1,8028045.767,2215358.844,8328.105
349,1325,1,8026080.574,2221546.824,8327.859
350,1325,1,8024109.842,2227733.271,8327.613
351,1325,1,8022133.572,2233918.180,8327.366
352,1325,1,8020151.764,2240101.547,8327.118
353,1325,1,8018164.420,2246283.368,8326.869
354,1325,1,8016171.540,2252463.638,8326.620
355,1325,1,8014173.125,2258642.353,8326.370
356,1325,1,8012169.177,2264819.508,8326.119
357,1325,1,8010159.695,2270995.099,8325.868
358,1325,1,8008144.682,2277169.122,8325.616
359,1325,1,8006124.137,2283341.572,8325.363
360,1325,1,8004098.062,2289512.444,8325.110
361,1325,1,8002066.457,2295681.735,8324.856
362,1325,1,8000029.324,2301849.440,8324.601
363,1325,1,7997986.663,2308015.554,8324.345
364,1325,1,7995938.475,2314180.074,8324.089
365,1325,1,7993884.762,2320342.994,8323.832
366,1325,1,7991825.524,2326504.311,8323.575
367,1325,1,7989760.762,2332664.019,8323.317
368,1325,1,7987690.476,2338822.115,8323.058
369,1325,1,7985614.669,2344978.594,8322.798
370,1325,1,7983533.340,2351133.452,8322.538
371,1325,1,7981446.491,2357286.684,8322.277
372,1325,1,7979354.122,2363438.286,8322.015
373,1325,1,7977256.235,2369588.253,8321.753
374,1325,1,7975152.831,2375736.582,8321.489
375,1325,1,7973043.910,2381883.267,8321.226
376,1325,1,7970929.473,2388028.304,8320.961
377,1325,1,7968809.521,2394171.689,8320.696
378,1325,1,7966684.056,2400313.418,8320.430
379,1325,1,7964553.077,2406453.485,8320.164
380,1325,1,7962416.587,2412591.887,8319.896
381,1325,1,7960274.586,2418728.620,8319.629
382,1325,1,7958127.074,2424863.678,8319.360
383,1325,1,7955974.054,2430997.057,8319.091
384,1325,1,7953815.526,2437128.753,8318.821
385,1325,1,7951651.490,2443258.762,8318.550
386,1325,1,7949481.948,2449387.079,8318.279
387,1325,1,7947306.901,2455513.700,8318.007
388,1325,1,7945126.350,2461638.620,8317.734
389,1325,1,7942940.295,2467761.835,8317.460
390,1325,1,7940748.738,2473883.341,8317.186
391,1325,1,7938551.680,2480003.133,8316.912
392,1325,1,7936349.121,2486121.206,8316.636
393,1325,1,7934141.063,2492237.556,8316.360
394,1325,1,7931927.506,2498352.180,8316.083
395,1325,1,7929708.452,2504465.072,8315.806
396,1325,1,7927483.902,2510576.228,8315.527
397,1325,1,7925253.856,2516685.643,8315.248
398,1325,1,7923018.316,2522793.314,8314.969
399,1325,1,7920777.282,2528899.236,8314.688
400,1325,1,7918530.756,2535003.404,8314.407
401,1325,1,7916278.738,2541105.814,8314.126
402,1325,1,7914021.230,2547206.461,8313.843
403,1325,1,7911758.232,2553305.342,8313.560
404,1325,1,7909489.746,2559402.451,8313.277
405,1325,1,7907215.772,2565497.785,8312.992
406,1325,1,7904936.312,2571591.339,8312.707
407,1325,1,7902651.367,2577683.108,8312.421
408,1325,1,7900360.937,2583773.089,8312.135
409,1325,1,7898065.024,2589861.276,8311.848
410,1325,1,7895763.629,2595947.665,8311.560
411,1325,1,7893456.752,2602032.252,8311.271
412,1325,1,7891144.395,2608115.033,8310.982
413,1325,1,7888826.558,2614196.003,8310.692
414,1325,1,7886503.244,2620275.157,8310.402
415,1325,1,7884174.452,2626352.491,8310.110
416,1325,1,7881840.184,2632428.002,8309.818
417,1325,1,7879500.442,2638501.684,8309.526
418,1325,1,7877155.225,2644573.532,8309.232
419,1325,1,7874804.535,2650643.544,8308.938
420,1325,1,7872448.373,2656711.713,8308.644
421,1325,1,7870086.740,2662778.036,8308.348
422,1325,1,7867719.638,2668842.509,8308.052
423,1325,1,7865347.066,2674905.126,8307.756
424,1325,1,7862969.027,2680965.884,8307.458
425,1325,1,7860585.522,2687024.778,8307.160
426,1325,1,7858196.550,2693081.804,8306.861
427,1325,1,7855802.115,2699136.957,8306.562
428,1325,1,7853402.216,2705190.233,8306.262
429,1325,1,7850996.854,2711241.627,8305.961
430,1325,1,7848586.031,2717291.136,8305.659
431,1325,1,7846169.748,2723338.754,8305.357
432,1325,1,7843748.007,2729384.477,8305.054
433,1325,1,7841320.807,2735428.301,8304.750
434,1325,1,7838888.150,2741470.221,8304.446
435,1325,1,7836450.037,2747510.233,8304.141
436,1325,1,7834006.469,2753548.333,8303.836
437,1325,1,7831557.448,2759584.516,8303.529
438,1325,1,7829102.975,2765618.777,8303.222
439,1325,1,7826643.050,2771651.113,8302.915
440,1325,1,7824177.674,2777681.519,8302.606
441,1325,1,7821706.850,2783709.990,8302.297
442,1325,1,7819230.577,2789736.523,8301.988
443,1325,1,7816748.857,2795761.112,8301.677
444,1325,1,7814261.692,2801783.753,8301.366
445,1325,1,7811769.082,2807804.442,8301.054
446,1325,1,7809271.028,2813823.174,8300.742
447,1325,1,7806767.532,2819839.945,8300.429
448,1325,1,7804258.594,2825854.751,8300.115
449,1325,1,7801744.216,2831867.587,8299.800
450,1325,1,7799224.399,2837878.449,8299.485
451,1325,1,7796699.144,2843887.332,8299.169
452,1325,1,7794168.452,2849894.232,8298.853
453,1325,1,7791632.325,2855899.144,8298.536
454,1325,1,7789090.763,2861902.065,8298.218
455,1325,1,7786543.767,2867902.989,8297.899
456,1325,1,7783991.340,2873901.912,8297.580
457,1325,1,7781433.481,2879898.830,8297.260
458,1325,1,7778870.193,2885893.739,8296.939
459,1325,1,7776301.475,2891886.633,8296.618
460,1325,1,7773727.330,2897877.509,8296.296
461,1325,1,7771147.759,2903866.362,8295.974
462,1325,1,7768562.762,2909853.188,8295.650
463,1325,1,7765972.342,2915837.983,8295.326
464,1325,1,7763376.498,2921820.741,8295.002
465,1325,1,7760775.233,2927801.458,8294.676
466,1325,1,7758168.547,2933780.131,8294.350
467,1325,1,7755556.441,2939756.754,8294.023
468,1325,1,7752938.918,2945731.324,8293.696
469,1325,1,7750315.977,2951703.835,8293.368
470,1325,1,7747687.621,2957674.284,8293.039
471,1325,1,7745053.850,2963642.666,8292.710
472,1325,1,7742414.665,2969608.976,8292.380
473,1325,1,7739770.069,2975573.210,8292.049
474,1325,1,7737120.061,2981535.364,8291.718
475,1325,1,7734464.644,2987495.434,8291.385
476,1325,1,7731803.817,2993453.414,8291.053
477,1325,1,7729137.584,2999409.301,8290.719
478,1325,1,7726465.944,3005363.089,8290.385
479,1325,1,7723788.899,3011314.776,8290.050
480,1325,1,7721106.451,3017264.355,8289.715
481,1325,1,7718418.600,3023211.824,8289.378
482,1325,1,7715725.347,3029157.177,8289.042
483,1325,1,7713026.695,3035100.409,8288.704
484,1325,1,7710322.644,3041041.518,8288.366
485,1325,1,7707613.195,3046980.497,8288.027
486,1325,1,7704898.349,3052917.343,8287.687
487,1325,1,7702178.109,3058852.051,8287.347
488,1325,1,7699452.474,3064784.617,8287.006
489,1325,1,7696721.447,3070715.037,8286.665
490,1325,1,7693985.028,3076643.305,8286.322
491,1325,1,7691243.220,3082569.419,8285.980
492,1325,1,7688496.022,3088493.372,8285.636
493,1325,1,7685743.437,3094415.161,8285.292
494,1325,1,7682985.465,3100334.782,8284.947
495,1325,1,7680222.108,3106252.229,8284.601
496,1325,1,7677453.367,3112167.499,8284.255
497,1325,1,7674679.243,3118080.587,8283.908
498,1325,1,7671899.739,3123991.488,8283.560
499,1325,1,7669114.854,3129900.199,8283.212
500,1325,1,7666324.590,3135806.715,8282.863
501,1325,1,7663528.949,3141711.031,8282.513
502,1325,1,7660727.931,3147613.143,8282.163
503,1325,1,7657921.538,3153513.046,8281.812
504,1325,1,7655109.772,3159410.737,8281.460
505,1325,1,7652292.634,3165306.210,8281.108
506,1325,1,7649470.124,3171199.462,8280.755
507,1325,1,7646642.244,3177090.487,8280.401
508,1325,1,7643808.996,3182979.282,8280.047
509,1325,1,7640970.381,3188865.842,8279.692
510,1325,1,7638126.400,3194750.163,8279.336
511,1325,1,7635277.054,3200632.239,8278.980
512,1325,1,7632422.345,3206512.068,8278.622
513,1325,1,7629562.274,3212389.644,8278.265
514,1325,1,7626696.842,3218264.963,8277.906
515,1325,1,7623826.051,3224138.020,8277.547
516,1325,1,7620949.902,3230008.811,8277.188
517,1325,1,7618068.396,3235877.332,8276.827
518,1325,1,7615181.535,3241743.578,8276.466
519,1325,1,7612289.319,3247607.545,8276.104
520,1325,1,7609391.751,3253469.229,8275.742
521,1325,1,7606488.832,3259328.624,8275.379
522,1325,1,7603580.562,3265185.727,8275.015
523,1325,1,7600666.944,3271040.533,8274.651
524,1325,1,7597747.978,3276893.038,8274.286
525,1325,1,7594823.667,3282743.237,8273.920
526,1325,1,7591894.010,3288591.125,8273.553
527,1325,1,7588959.011,3294436.700,8273.186
528,1325,1,7586018.669,3300279.955,8272.819
529,1325,1,7583072.987,3306120.887,8272.450
530,1325,1,7580121.966,3311959.491,8272.081
531,1325,1,7577165.606,3317795.762,8271.711
532,1325,1,7574203.910,3323629.697,8271.341
533,1325,1,7571236.879,3329461.291,8270.970
534,1325,1,7568264.514,3335290.539,8270.598
535,1325,1,7565286.817,3341117.438,8270.226
536,1325,1,7562303.789,3346941.982,8269.852
537,1325,1,7559315.431,3352764.167,8269.479
538,1325,1,7556321.745,3358583.989,8269.104
539,1325,1,7553322.732,3364401.443,8268.729
540,1325,1,7550318.393,3370216.526,8268.353
541,1325,1,7547308.731,3376029.231,8267.977
542,1325,1,7544293.745,3381839.556,8267.600
543,1325,1,7541273.439,3387647.495,8267.222
544,1325,1,7538247.812,3393453.045,8266.844
545,1325,1,7535216.867,3399256.201,8266.465
546,1325,1,7532180.605,3405056.957,8266.085
547,1325,1,7529139.027,3410855.311,8265.704
548,1325,1,7526092.135,3416651.258,8265.323
549,1325,1,7523039.930,3422444.792,8264.942
550,1325,1,7519982.414,3428235.910,8264.559
551,1325,1,7516919.588,3434024.607,8264.176
552,1325,1,7513851.453,3439810.880,8263.792
553,1325,1,7510778.010,3445594.722,8263.408
554,1325,1,7507699.263,3451376.131,8263.023
555,1325,1,7504615.210,3457155.101,8262.637
556,1325,1,7501525.855,3462931.628,8262.251
557,1325,1,7498431.199,3468705.708,8261.864
558,1325,1,7495331.243,3474477.336,8261.476
559,1325,1,7492225.988,3480246.508,8261.087
560,1325,1,7489115.436,3486013.220,8260.698
561,1325,1,7485999.588,3491777.466,8260.309
562,1325,1,7482878.446,3497539.243,8259.918
563,1325,1,7479752.012,3503298.547,8259.527
564,1325,1,7476620.286,3509055.372,8259.136
565,1325,1,7473483.270,3514809.714,8258.743
566,1325,1,7470340.966,3520561.569,8258.350
567,1325,1,7467193.375,3526310.933,8257.957
568,1325,1,7464040.499,3532057.800,8257.562
569,1325,1,7460882.339,3537802.167,8257.167
570,1325,1,7457718.896,3543544.030,8256.771
571,1325,1,7454550.173,3549283.383,8256.375
572,1325,1,7451376.170,3555020.222,8255.978
573,1325,1,7448196.889,3560754.544,8255.581
574,1325,1,7445012.331,3566486.343,8255.182
575,1325,1,7441822.499,3572215.614,8254.783
576,1325,1,7438627.393,3577942.355,8254.384
577,1325,1,7435427.015,3583666.560,8253.983
578,1325,1,7432221.366,3589388.224,8253.582
579,1325,1,7429010.449,3595107.344,8253.181
580,1325,1,7425794.264,3600823.914,8252.779
581,1325,1,7422572.812,3606537.931,8252.376
582,1325,1,7419346.097,3612249.391,8251.972
583,1325,1,7416114.118,3617958.287,8251.568
584,1325,1,7412876.878,3623664.617,8251.163
585,1325,1,7409634.379,3629368.376,8250.757
586,1325,1,7406386.620,3635069.559,8250.351
587,1325,1,7403133.605,3640768.162,8249.944
588,1325,1,7399875.335,3646464.181,8249.537
589,1325,1,7396611.811,3652157.611,8249.129
590,1325,1,7393343.034,3657848.447,8248.720
591,1325,1,7390069.007,3663536.685,8248.310
592,1325,1,7386789.730,3669222.321,8247.900
593,1325,1,7383505.206,3674905.351,8247.489
594,1325,1,7380215.436,3680585.770,8247.078
595,1325,1,7376920.422,3686263.573,8246.666
596,1325,1,7373620.164,3691938.756,8246.253
597,1325,1,7370314.665,3697611.314,8245.839
598,1325,1,7367003.926,3703281.244,8245.425
599,1325,1,7363687.949,3708948.541,8245.011
600,1325,1,7360366.735,3714613.200,8244.595
601,1325,1,7357040.286,3720275.217,8244.179
602,1325,1,7353708.603,3725934.588,8243.762
603,1325,1,7350371.689,3731591.308,8243.345
604,1325,1,7347029.543,3737245.372,8242.927
605,1325,1,7343682.170,3742896.776,8242.508
606,1325,1,7340329.568,3748545.517,8242.089
607,1325,1,7336971.742,3754191.588,8241.669
608,1325,1,7333608.691,3759834.987,8241.248
609,1325,1,7330240.417,3765475.708,8240.827
610,1325,1,7326866.923,3771113.747,8240.405
611,1325,1,7323488.210,3776749.100,8239.983
612,1325,1,7320104.278,3782381.762,8239.559
613,1325,1,7316715.131,3788011.729,8239.135
614,1325,1,7313320.769,3793638.997,8238.711
615,1325,1,7309921.195,3799263.560,8238.286
616,1325,1,7306516.409,3804885.414,8237.860
617,1325,1,7303106.414,3810504.556,8237.433
618,1325,1,7299691.210,3816120.981,8237.006
619,1325,1,7296270.801,3821734.683,8236.578
620,1325,1,7292845.186,3827345.660,8236.150
621,1325,1,7289414.369,3832953.906,8235.721
622,1325,1,7285978.350,3838559.417,8235.291
623,1325,1,7282537.131,3844162.188,8234.861
624,1325,1,7279090.714,3849762.215,8234.430
625,1325,1,7275639.100,3855359.494,8233.998
626,1325,1,7272182.292,3860954.021,8233.566
627,1325,1,7268720.290,3866545.790,8233.133
628,1325,1,7265253.097,3872134.797,8232.699
629,1325,1,7261780.713,3877721.039,8232.265
630,1325,1,7258303.142,3883304.510,8231.830
631,1325,1,7254820.384,3888885.206,8231.394
632,1325,1,7251332.441,3894463.122,8230.958
633,1325,1,7247839.314,3900038.255,8230.521
634,1325,1,7244341.007,3905610.600,8230.083
635,1325,1,7240837.519,3911180.152,8229.645
636,1325,1,7237328.853,3916746.907,8229.206
637,1325,1,7233815.010,3922310.860,8228.767
638,1325,1,7230295.992,3927872.008,8228.327
639,1325,1,7226771.801,3933430.345,8227.886
640,1325,1,7223242.439,3938985.867,8227.444
641,1325,1,7219707.907,3944538.571,8227.002
642,1325,1,7216168.207,3950088.450,8226.560
643,1325,1,7212623.340,3955635.502,8226.116
644,1325,1,7209073.309,3961179.721,8225.672
645,1325,1,7205518.114,3966721.103,8225.228
646,1325,1,7201957.759,3972259.644,8224.782
647,1325,1,7198392.243,3977795.338,8224.336
648,1325,1,7194821.570,3983328.183,8223.890
649,1325,1,7191245.741,3988858.173,8223.442
650,1325,1,7187664.757,3994385.304,8222.995
651,1325,1,7184078.621,3999909.572,8222.546
652,1325,1,7180487.333,4005430.971,8222.097
653,1325,1,7176890.897,4010949.499,8221.647
654,1325,1,7173289.313,4016465.149,8221.196
655,1325,1,7169682.583,4021977.918,8220.745
656,1325,1,7166070.709,4027487.802,8220.294
657,1325,1,7162453.692,4032994.795,8219.841
658,1325,1,7158831.535,4038498.894,8219.388
659,1325,1,7155204.240,4044000.094,8218.935
660,1325,1,7151571.807,4049498.391,8218.480
661,1325,1,7147934.239,4054993.780,8218.025
662,1325,1,7144291.538,4060486.256,8217.570
663,1325,1,7140643.704,4065975.816,8217.113
664,1325,1,7136990.741,4071462.455,8216.656
665,1325,1,7133332.650,4076946.168,8216.199
666,1325,1,7129669.432,4082426.952,8215.741
667,1325,1,7126001.089,4087904.801,8215.282
668,1325,1,7122327.624,4093379.711,8214.822
669,1325,1,7118649.037,4098851.678,8214.362
670,1325,1,7114965.331,4104320.697,8213.902
671,1325,1,7111276.507,4109786.765,8213.440
672,1325,1,7107582.568,4115249.875,8212.978
673,1325,1,7103883.515,4120710.025,8212.516
674,1325,1,7100179.349,4126167.209,8212.052
675,1325,1,7096470.074,4131621.424,8211.588
676,1325,1,7092755.689,4137072.664,8211.124
677,1325,1,7089036.198,4142520.926,8210.659
678,1325,1,7085311.602,4147966.204,8210.193
679,1325,1,7081581.903,4153408.495,8209.726
680,1325,1,7077847.102,4158847.794,8209.259
681,1325,1,7074107.202,4164284.097,8208.791
682,1325,1,7070362.205,4169717.399,8208.323
683,1325,1,7066612.111,4175147.695,8207.854
684,1325,1,7062856.924,4180574.982,8207.384
685,1325,1,7059096.644,4185999.255,8206.914
686,1325,1,7055331.274,4191420.509,8206.443
687,1325,1,7051560.815,4196838.740,8205.971
688,1325,1,7047785.270,4202253.944,8205.499
689,1325,1,7044004.640,4207666.116,8205.026
690,1325,1,7040218.927,4213075.252,8204.553
691,1325,1,7036428.133,4218481.347,8204.079
692,1325,1,7032632.260,4223884.397,8203.604
693,1325,1,7028831.309,4229284.397,8203.128
694,1325,1,7025025.283,4234681.343,8202.652
695,1325,1,7021214.183,4240075.231,8202.176
696,1325,1,7017398.011,4245466.057,8201.698
697,1325,1,7013576.769,4250853.814,8201.220
698,1325,1,7009750.459,4256238.501,8200.742
699,1325,1,7005919.083,4261620.111,8200.263
700,1325,1,7002082.643,4266998.640,8199.783
701,1325,1,6998241.140,4272374.085,8199.302
702,1325,1,6994394.577,4277746.440,8198.821
703,1325,1,6990542.955,4283115.701,8198.340
704,1325,1,6986686.276,4288481.864,8197.857
705,1325,1,6982824.543,4293844.924,8197.374
706,1325,1,6978957.757,4299204.877,8196.891
707,1325,1,6975085.919,4304561.719,8196.406
708,1325,1,6971209.033,4309915.444,8195.921
709,1325,1,6967327.099,4315266.050,8195.436
710,1325,1,6963440.120,4320613.530,8194.950
711,1325,1,6959548.097,4325957.881,8194.463
712,1325,1,6955651.033,4331299.098,8193.975
713,1325,1,6951748.930,4336637.177,8193.487
714,1325,1,6947841.788,4341972.114,8192.999
715,1325,1,6943929.612,4347303.904,8192.509
716,1325,1,6940012.401,4352632.542,8192.019
717,1325,1,6936090.159,4357958.024,8191.529
718,1325,1,6932162.886,4363280.346,8191.038
719,1325,1,6928230.586,4368599.504,8190.546
720,1325,1,6924293.260,4373915.492,8190.053
721,1325,1,6920350.910,4379228.306,8189.560
722,1325,1,6916403.537,4384537.943,8189.067
723,1325,1,6912451.145,4389844.397,8188.572
724,1325,1,6908493.734,4395147.665,8188.077
725,1325,1,6904531.307,4400447.741,8187.582
726,1325,1,6900563.866,4405744.621,8187.085
727,1325,1,6896591.413,4411038.301,8186.589
728,1325,1,6892613.949,4416328.777,8186.091
729,1325,1,6888631.477,4421616.044,8185.593
730,1325,1,6884643.999,4426900.097,8185.094
731,1325,1,6880651.516,4432180.932,8184.595
732,1325,1,6876654.031,4437458.545,8184.095
733,1325,1,6872651.546,4442732.932,8183.594
734,1325,1,6868644.062,4448004.087,8183.093
735,1325,1,6864631.582,4453272.007,8182.591
736,1325,1,6860614.107,4458536.686,8182.089
737,1325,1,6856591.640,4463798.122,8181.586
738,1325,1,6852564.183,4469056.308,8181.082
739,1325,1,6848531.737,4474311.241,8180.577
740,1325,1,6844494.305,4479562.916,8180.073
741,1325,1,6840451.889,4484811.330,8179.567
742,1325,1,6836404.490,4490056.476,8179.061
743,1325,1,6832352.111,4495298.352,8178.554
744,1325,1,6828294.754,4500536.952,8178.046
745,1325,1,6824232.420,4505772.273,8177.538
746,1325,1,6820165.112,4511004.309,8177.030
747,1325,1,6816092.832,4516233.057,8176.520
748,1325,1,6812015.582,4521458.511,8176.010
749,1325,1,6807933.364,4526680.668,8175.500
750,1325,1,6803846.180,4531899.523,8174.988
751,1325,1,6799754.032,4537115.071,8174.477
752,1325,1,6795656.922,4542327.309,8173.964
753,1325,1,6791554.852,4547536.231,8173.451
754,1325,1,6787447.824,4552741.833,8172.937
755,1325,1,6783335.840,4557944.112,8172.423
756,1325,1,6779218.903,4563143.062,8171.908
757,1325,1,6775097.014,4568338.679,8171.393
758,1325,1,6770970.176,4573530.959,8170.876
759,1325,1,6766838.390,4578719.896,8170.360
760,1325,1,6762701.659,4583905.488,8169.842
761,1325,1,6758559.984,4589087.729,8169.324
762,1325,1,6754413.369,4594266.614,8168.806
763,1325,1,6750261.814,4599442.141,8168.286
764,1325,1,6746105.322,4604614.303,8167.767
765,1325,1,6741943.895,4609783.097,8167.246
766,1325,1,6737777.535,4614948.518,8166.725
767,1325,1,6733606.245,4620110.562,8166.203
768,1325,1,6729430.026,4625269.224,8165.681
769,1325,1,6725248.880,4630424.500,8165.158
770,1325,1,6721062.811,4635576.386,8164.634
771,1325,1,6716871.818,4640724.876,8164.110
772,1325,1,6712675.906,4645869.968,8163.585
773,1325,1,6708475.076,4651011.655,8163.060
774,1325,1,6704269.329,4656149.934,8162.534
775,1325,1,6700058.670,4661284.801,8162.007
776,1325,1,6695843.098,4666416.251,8161.480
777,1325,1,6691622.617,4671544.279,8160.952
778,1325,1,6687397.228,4676668.881,8160.424
779,1325,1,6683166.935,4681790.053,8159.895
780,1325,1,6678931.738,4686907.790,8159.365
781,1325,1,6674691.640,4692022.088,8158.834
782,1325,1,6670446.644,4697132.942,8158.304
783,1325,1,6666196.751,4702240.349,8157.772
784,1325,1,6661941.964,4707344.302,8157.240
785,1325,1,6657682.284,4712444.799,8156.707
786,1325,1,6653417.714,4717541.835,8156.174
787,1325,1,6649148.257,4722635.405,8155.640
788,1325,1,6644873.914,4727725.505,8155.105
789,1325,1,6640594.687,4732812.130,8154.570
790,1325,1,6636310.578,4737895.276,8154.034
791,1325,1,6632021.591,4742974.939,8153.498
792,1325,1,6627727.727,4748051.114,8152.960
793,1325,1,6623428.987,4753123.797,8152.423
794,1325,1,6619125.376,4758192.983,8151.885
795,1325,1,6614816.893,4763258.668,8151.346
796,1325,1,6610503.543,4768320.847,8150.806
797,1325,1,6606185.327,4773379.517,8150.266
798,1325,1,6601862.246,4778434.672,8149.725
799,1325,1,6597534.305,4783486.308,8149.184
800,1325,1,6593201.504,4788534.421,8148.642
801,1325,1,6588863.845,4793579.006,8148.100
802,1325,1,6584521.332,4798620.060,8147.556
803,1325,1,6580173.967,4803657.577,8147.013
804,1325,1,6575821.751,4808691.552,8146.468
805,1325,1,6571464.686,4813721.983,8145.923
806,1325,1,6567102.776,4818748.864,8145.378
807,1325,1,6562736.022,4823772.191,8144.832
808,1325,1,6558364.427,4828791.959,8144.285
809,1325,1,6553987.992,4833808.164,8143.737
810,1325,1,6549606.720,4838820.801,8143.189
811,1325,1,6545220.614,4843829.867,8142.641
812,1325,1,6540829.675,4848835.357,8142.092
813,1325,1,6536433.906,4853837.265,8141.542
814,1325,1,6532033.309,4858835.589,8140.991
815,1325,1,6527627.887,4863830.323,8140.440
816,1325,1,6523217.641,4868821.464,8139.889
817,1325,1,6518802.574,4873809.005,8139.337
818,1325,1,6514382.689,4878792.944,8138.784
819,1325,1,6509957.986,4883773.276,8138.230
820,1325,1,6505528.470,4888749.996,8137.676
821,1325,1,6501094.142,4893723.101,8137.122
822,1325,1,6496655.004,4898692.584,8136.567
823,1325,1,6492211.058,4903658.443,8136.011
824,1325,1,6487762.308,4908620.673,8135.454
825,1325,1,6483308.755,4913579.268,8134.897
826,1325,1,6478850.402,4918534.226,8134.340
827,1325,1,6474387.250,4923485.541,8133.781
828,1325,1,6469919.303,4928433.209,8133.223
829,1325,1,6465446.562,4933377.226,8132.663
830,1325,1,6460969.030,4938317.587,8132.103
831,1325,1,6456486.709,4943254.287,8131.543
832,1325,1,6451999.602,4948187.323,8130.981
833,1325,1,6447507.711,4953116.690,8130.419
834,1325,1,6443011.038,4958042.384,8129.857
835,1325,1,6438509.585,4962964.399,8129.294
836,1325,1,6434003.355,4967882.733,8128.730
837,1325,1,6429492.351,4972797.379,8128.166
838,1325,1,6424976.574,4977708.335,8127.601
839,1325,1,6420456.027,4982615.595,8127.036
840,1325,1,6415930.713,4987519.154,8126.470
841,1325,1,6411400.633,4992419.010,8125.903
842,1325,1,6406865.790,4997315.157,8125.336
843,1325,1,6402326.187,5002207.590,8124.768
844,1325,1,6397781.825,5007096.306,8124.200
845,1325,1,6393232.708,5011981.300,8123.631
846,1325,1,6388678.837,5016862.567,8123.061
847,1325,1,6384120.215,5021740.103,8122.491
848,1325,1,6379556.845,5026613.905,8121.921
849,1325,1,6374988.728,5031483.966,8121.349
850,1325,1,6370415.867,5036350.283,8120.777
851,1325,1,6365838.265,5041212.852,8120.205
852,1325,1,6361255.924,5046071.668,8119.632
853,1325,1,6356668.846,5050926.727,8119.058
854,1325,1,6352077.034,5055778.023,8118.483
855,1325,1,6347480.490,5060625.554,8117.909
856,1325,1,6342879.217,5065469.314,8117.333
857,1325,1,6338273.216,5070309.299,8116.757
858,1325,1,6333662.491,5075145.504,8116.180
859,1325,1,6329047.044,5079977.926,8115.603
860,1325,1,6324426.878,5084806.560,8115.025
861,1325,1,6319801.994,5089631.400,8114.447
862,1325,1,6315172.395,5094452.444,8113.868
863,1325,1,6310538.084,5099269.686,8113.288
864,1325,1,6305899.063,5104083.123,8112.708
865,1325,1,6301255.334,5108892.749,8112.127
866,1325,1,6296606.901,5113698.561,8111.546
867,1325,1,6291953.765,5118500.553,8110.964
868,1325,1,6287295.929,5123298.722,8110.381
869,1325,1,6282633.395,5128093.063,8109.798
870,1325,1,6277966.166,5132883.571,8109.214
871,1325,1,6273294.244,5137670.243,8108.630
872,1325,1,6268617.633,5142453.074,8108.045
873,1325,1,6263936.333,5147232.059,8107.459
874,1325,1,6259250.348,5152007.194,8106.873
875,1325,1,6254559.681,5156778.475,8106.287
876,1325,1,6249864.333,5161545.896,8105.699
877,1325,1,6245164.308,5166309.455,8105.111
878,1325,1,6240459.607,5171069.146,8104.523
879,1325,1,6235750.233,5175824.966,8103.934
880,1325,1,6231036.190,5180576.908,8103.344
881,1325,1,6226317.478,5185324.970,8102.754
882,1325,1,6221594.102,5190069.147,8102.163
883,1325,1,6216866.062,5194809.434,8101.572
884,1325,1,6212133.363,5199545.827,8100.980
885,1325,1,6207396.006,5204278.322,8100.388
886,1325,1,6202653.994,5209006.914,8099.794
887,1325,1,6197907.329,5213731.598,8099.201
888,1325,1,6193156.014,5218452.371,8098.606
889,1325,1,6188400.052,5223169.228,8098.012
890,1325,1,6183639.444,5227882.164,8097.416
891,1325,1,6178874.195,5232591.176,8096.820
892,1325,1,6174104.305,5237296.258,8096.224
893,1325,1,6169329.778,5241997.407,8095.626
894,1325,1,6164550.617,5246694.617,8095.029
895,1325,1,6159766.823,5251387.885,8094.430
896,1325,1,6154978.400,5256077.206,8093.831
897,1325,1,6150185.349,5260762.576,8093.232
898,1325,1,6145387.675,5265443.991,8092.632
899,1325,1,6140585.378,5270121.445,8092.031
900,1325,1,6135778.462,5274794.934,8091.430
901,1325,1,6130966.929,5279464.455,8090.828
902,1325,1,6126150.783,5284130.003,8090.226
903,1325,1,6121330.024,5288791.573,8089.623
904,1325,1,6116504.657,5293449.160,8089.019
905,1325,1,6111674.684,5298102.762,8088.415
906,1325,1,6106840.106,5302752.372,8087.811
907,1325,1,6102000.928,5307397.987,8087.205
908,1325,1,6097157.151,5312039.603,8086.599
909,1325,1,6092308.779,5316677.214,8085.993
910,1325,1,6087455.813,5321310.817,8085.386
911,1325,1,6082598.256,5325940.407,8084.778
912,1325,1,6077736.112,5330565.980,8084.170
913,1325,1,6072869.382,5335187.531,8083.562
